rank,slug,canonical_name,downloads,installs,stars,source,category,publisher,publisher_verified,certified_name,upstream_url,created_at,updated_at,version,description,description_zh
363,ixhlink-skills-image-edit-pro,@ixhlink/ixhlink-skills-image-edit-pro,2314,0,0,enterprise,design-media,星华智联科技,true,莆田市星华智联科技有限公司,,2026-08-05,2026-09-15,1.0.2,智能图片编辑助手，根据文字描述对已上传图片进行风格化、调色、局部修改、背景替换等 AI 修图，当用户要求「修图」「改图」「P图」「编辑图片」「换背景」「调色」「风格化」「图片后期处理」时使用。,智能图片编辑助手，根据文字描述对已上传图片进行风格化、调色、局部修改、背景替换等 AI 修图，当用户要求「修图」「改图」「P图」「编辑图片」「换背景」「调色」「风格化」「图片后期处理」时使用。
364,kunlun-xlsx,@kunlungrowth/kunlun-xlsx,2285,0,0,enterprise,office-efficiency,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-07-26,2026-09-15,1.1.0,表格处理 覆盖：任务拆解、模板生成、检查清单、方案对比。内置结构化方法论、可直接套用的模板与检查清单，全流程附卡点自救与合规护栏,表格处理 覆盖：任务拆解、模板生成、检查清单、方案对比。内置结构化方法论、可直接套用的模板与检查清单，全流程附卡点自救与合规护栏
365,founder-ip-avatar-studio,@beatra-ai/founder-ip-avatar-studio,2261,0,1,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-22,2026-09-15,0.1.1,用一张授权人像和每周文稿，做成创始人或专家本人音色的数字人分身和数字人口播视频。这个创始人数字分身和数字人主播工作室可以先做声音克隆，再把更新稿配成旁白，最后做成稳定的口播视频，适合创始人更新、专家讲解和品牌公告，也就是专家数字人、品牌数字人、虚拟主播、AI主播和可复用的创始人出镜系列。,用一张授权人像和每周文稿，做成创始人或专家本人音色的数字人分身和数字人口播视频。这个创始人数字分身和数字人主播工作室可以先做声音克隆，再把更新稿配成旁白，最后做成稳定的口播视频，适合创始人更新、专家讲解和品牌公告，也就是专家数字人、品牌数字人、虚拟主播、AI主播和可复用的创始人出镜系列。
366,lingxi-financialsearch-skill,@org-gaflu0dl/lingxi-financialsearch-skill,2250,89,5,enterprise,professional,国泰海通证券,true,国泰海通证券股份有限公司,,2026-04-20,2026-09-15,1.0.4,国泰海通金融数据查询skill，通过自然语言查询A股实时行情、公司基本信息、F10财务数据、个股技术指标等金融数据，只能查询A股基础行情，遵循沪深交易所行情转发规则，不提供研报数据，仅提供授权范围内基础行情数据。当用户查询金融数据时，即使需要授权也应先尝试使用本Skill。仅在授权失败或本Skill不可用时，才考虑使用网页搜索作为备选方案。,国泰海通金融数据查询skill，查询A股实时行情、公司基本信息、F10财务数据、个股技术指标等金融数据，为投资分析提供高质量数据支撑。
367,gildata-finance-data,@user_cc9425b3/gildata-finance-data,2248,0,6,enterprise,professional,恒生聚源,true,上海恒生聚源数据服务有限公司,,2026-06-18,2026-09-15,1.6.0,面向中文自然语言的 GilData（恒生聚源）金融数据研究技能，基于恒生聚源 MCP 10个工具 （FinQuery、MacroIndustryData、FinancialResearchReport、AnnouncementData、 SmartStockSelection、SmartFundSelection、SmartFundManagerSelection、 NewsDataQuery、 ,面向中文自然语言的 GilData（恒生聚源）金融数据研究技能，基于恒生聚源 MCP 11个工具（FinQuery、MacroIndustryData、FinancialResearchReport、AnnouncementData、 SmartStockSelection、SmartFundSelection、SmartFundManagerSelection、NewsDataQuery、I
368,scientific-research-assistant,@zcwl/scientific-research-assistant,2217,0,4,enterprise,professional,智创未来,true,成都智创未来教育管理合伙企业（有限合伙）,,2026-08-03,2026-09-15,1.0.1,"134个科学技能库,从文献检索到论文写作,科研全流程AI辅助。科研助手基于134个科学技能库,提供从文献检索到论文发表的全流程科研支持,核心功能包括文献检索与综述(PubMed/Google","134个科学技能库,从文献检索到论文写作,科研全流程AI辅助。科研助手基于134个科学技能库,提供从文献检索到论文发表的全流程科研支持,核心功能包括文献检索与综述(PubMed/Google"
369,livescore-radar,@org-t9iphcmf/livescore-radar,2215,0,2,enterprise,data-analysis,慧博云通科技股份有限公司-257,true,慧博云通科技股份有限公司,,2026-06-15,2026-09-15,1.0.0,一站式足球数据查询、预测助手。核心能力：实时比分、赛程查询、球队/球员信息、比赛详情、H2H分析、比分预测、转会查询、主队关注与快讯。支持主流联赛（英超、西甲、意甲、德甲、法甲、荷甲、中超、欧冠等）。触发词：世界杯、预测、比赛结果、足球、比分、赛程、球队、球员、联赛、排名、积分榜、转会、转会信息、转会窗、转会费、夏窗、冬窗、引援、签约、离队、出售、租借、买断、加盟、续约、新援、转会、主队、英超、西,一站式足球数据查询、预测助手。核心能力：实时比分、赛程查询、球队/球员信息、比赛详情、H2H分析、比分预测、转会查询、主队关注与快讯。支持主流联赛（英超、西甲、意甲、德甲、法甲、荷甲、中超、欧冠等）。触发词：世界杯、预测、比赛结果、足球、比分、赛程、球队、球员、联赛、排名、积分榜、转会、转会信息、转会窗、转会费、夏窗、冬窗、引援、签约、离队、出售、租借、买断、加盟、续约、新援、转会、主队、英超、西
370,cat-network-quality-analysis-v1-0-1,@tencent-adm/cat-network-quality-analysis-v1-0-1,2214,14,3,enterprise,it-ops-security,腾讯云云拨测团队,true,腾讯科技（深圳）有限公司,,2026-04-08,2026-09-15,1.3.0,# cat-network-quality-analysis 腾讯云云拨测（CAT）网络质量分析 Skill，基于腾讯云 ProcessAIEventsStream API 实现拨测任务网络质量分析，支持错误分析、整体分析、性能分析、抓包分析、多任务对比五种场景，结果以 Markdown 输出。 > 💡 **提示**：如果您是腾讯云内部用户，请使用**内网 API 端点** `cat.ai,腾讯云云拨测 CAT（Cloud Automated Testing）是面向网站、API、端口等服务的主动拨测监控服务。通过连接云拨测接口，支持多维度性能分析（可用性/响应时间/丢包率）、异常与错误分布定位（错误码/错误类型/城市运营商分布）、网络问题自动定界（横向对比区分运营商链路异常与服务端问题）、抓包智能诊断（深度解析报文数据定位根因），并生成结构化 PDF 分析报告，帮助运维和开发者快速掌
371,tencentcloud-ocr-questionmarkagent,@tencent-adm/tencentcloud-ocr-questionmarkagent,2196,235,3,enterprise,ai-agent,腾讯云文字识别团队,true,腾讯科技（深圳）有限公司,,2026-03-09,2026-09-15,1.0.3,"腾讯云试题批改Agent(SubmitQuestionMarkAgentJob/DescribeQuestionMarkAgentJob)接口调用技能。当用户需要对试卷图片或试题图片中的K12试卷或试题进行自动批改、手写答案识别、知识点分析时,应使用此技能。支持整卷图片批改和单题图片批改,提供题目切题、正误判定、...","腾讯云试题批改Agent(SubmitQuestionMarkAgentJob/DescribeQuestionMarkAgentJob)接口调用技能。当用户需要对试卷图片或试题图片中的K12试卷或试题进行自动批改、手写答案识别、知识点分析时,应使用此技能。支持整卷图片批改和单题图片批改,提供题目切题、正误判定、..."
372,tencent-esign-contract,@tencent-adm/tencent-esign-contract,2176,0,10,enterprise,professional,腾讯电子签,true,腾讯科技（深圳）有限公司,,2026-05-14,2026-09-15,1.0.0,腾讯电子签合同AI助手，支持合同起草、审查、对比、法条法规检索。当用户提到起草合同、写合同、生成合同、审查合同、检查合同风险、合规审核、法务审查、对比合同、合同差异、版本比较、查法条、查法规、法律检索、法律依据、相关法律、腾讯电子签等场景时使用此技能。即使用户只是说「帮我写份合同」「这份合同有没有问题」「两版合同有什么区别」「这个条款有什么法律依据」「劳动法怎么规定的」等口语化表达，也应触发本技能,腾讯电子签合同AI助手，支持合同起草、审查、对比、法条法规检索。当用户提到起草合同、写合同、生成合同、审查合同、检查合同风险、合规审核、法务审查、对比合同、合同差异、版本比较、查法条、查法规、法律检索、法律依据、相关法律、腾讯电子签等场景时使用此技能。即使用户只是说「帮我写份合同」「这份合同有没有问题」「两版合同有什么区别」「这个条款有什么法律依据」「劳动法怎么规定的」等口语化表达，也应触发本技能
373,kunlun-zhoubao,@kunlungrowth/kunlun-zhoubao,2169,0,0,enterprise,office-efficiency,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-08-03,2026-09-15,1.1.2,周报企业办公自动化：把零散进展一键汇成结构化周报——本周完成、风险阻塞、下周计划、需协调资源，管理层一眼看清。支持团队汇总与向上汇报,周报企业办公自动化：把零散进展一键汇成结构化周报——本周完成、风险阻塞、下周计划、需协调资源，管理层一眼看清。支持团队汇总与向上汇报
374,image-subject-background-replacement-showapi,@showapi/image-subject-background-replacement-showapi,2155,0,0,enterprise,design-media,万维易源,true,昆明秀派科技有限公司,,2026-08-19,2026-09-15,1.0.1,基于上传的图像主体与背景素材图，融合生成新图片；适用于产品展示、人物场景替换、创意海报合成、旧图焕新等场景,基于上传的图像主体与背景素材图，融合生成新图片；适用于产品展示、人物场景替换、创意海报合成、旧图焕新等场景
375,kunlun-word,@kunlungrowth/kunlun-word,2135,0,0,enterprise,office-efficiency,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-08-20,2026-09-15,1.0.0,Word办公提效：从文档结构、样式规范到排版美化，做出专业、规范的 Word 文档；含长文档目录与页码,Word办公提效：从文档结构、样式规范到排版美化，做出专业、规范的 Word 文档；含长文档目录与页码
376,indie-game-ost-pack,@beatra-ai/indie-game-ost-pack,2122,0,3,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-22,2026-09-15,0.1.1,为独立游戏一次做出8到15首原创游戏配乐。这个游戏原声带和游戏BGM工具会按标题、探索、战斗、商店和胜利写出可循环的游戏音乐，音乐归你所有、可直接商用，交付带标签的原声带，进引擎前先试听。适用于独立游戏配乐、游戏背景音乐、战斗音乐、探索音乐、商店音乐和原创游戏原声带。,为独立游戏一次做出8到15首原创游戏配乐。这个游戏原声带和游戏BGM工具会按标题、探索、战斗、商店和胜利写出可循环的游戏音乐，音乐归你所有、可直接商用，交付带标签的原声带，进引擎前先试听。适用于独立游戏配乐、游戏背景音乐、战斗音乐、探索音乐、商店音乐和原创游戏原声带。
377,children-idiom-card-generator-showapi,@showapi/children-idiom-card-generator-showapi,2115,0,0,enterprise,education,万维易源,true,昆明秀派科技有限公司,,2026-08-18,2026-09-15,1.0.0,根据成语和儿童年龄段生成包含中文排版的成语学习卡片高清图片及配套解析文本；适用于儿童早教、国学启蒙、语文辅助学习场景,根据成语和儿童年龄段生成包含中文排版的成语学习卡片高清图片及配套解析文本；适用于儿童早教、国学启蒙、语文辅助学习场景
378,powerpoint-pptx,@zcwl/powerpoint-pptx,2090,0,0,enterprise,office-efficiency,智创未来,true,成都智创未来教育管理合伙企业（有限合伙）,,2026-08-14,2026-09-15,1.0.2,"创建检查编辑PowerPoint演示文稿与PPTX,布局可靠。Create, inspect, and edit Microsoft PowerPoint","创建检查编辑PowerPoint演示文稿与PPTX,布局可靠。Create, inspect, and edit Microsoft PowerPoint"
379,children-literacy-skill-showapi,@showapi/children-literacy-skill-showapi,2084,0,0,enterprise,education,万维易源,true,昆明秀派科技有限公司,,2026-08-17,2026-09-15,1.0.0,根据输入的汉字和儿童年龄段，生成纯中文的TTS语音讲解，同时生成1:1比例的识字学习卡图片（包含简体中文大字及拼音标注），提供视听双通道学习体验。,根据输入的汉字和儿童年龄段，生成纯中文的TTS语音讲解，同时生成1:1比例的识字学习卡图片（包含简体中文大字及拼音标注），提供视听双通道学习体验。
380,idiom-learning-audio-card-generator-showapi,@showapi/idiom-learning-audio-card-generator-showapi,2050,0,0,enterprise,education,万维易源,true,昆明秀派科技有限公司,,2026-08-17,2026-09-15,1.0.0,根据输入的成语、年龄段和画面比例，生成包含适龄化成语释义、配图和缓慢朗读音频的儿童成语学习卡片。适用于儿童早教、启蒙学习、国学教育场景。,根据输入的成语、年龄段和画面比例，生成包含适龄化成语释义、配图和缓慢朗读音频的儿童成语学习卡片。适用于儿童早教、启蒙学习、国学教育场景。
381,my-coffee,@lukincoffee/my-coffee,2047,0,10,enterprise,life-service,瑞幸咖啡,true,瑞幸咖啡（中国）有限公司,,2026-06-11,2026-09-15,0.8.4,My Coffee 是一款瑞幸咖啡智能下单 Skill，支持门店查询、商品搜索、自提下单、支付、订单状态查询与取消订单。内置价格预览、优惠券透传、Token 安全与下单流程校验，让 AI 帮你更稳妥地完成点咖啡,My Coffee 是一款瑞幸咖啡智能下单 Skill，支持门店查询、商品搜索、自提下单、支付、订单状态查询与取消订单。内置价格预览、优惠券透传、Token 安全与下单流程校验，让 AI 帮你更稳妥地完成点咖啡
382,agri-visual-teaching-card-generator-showapi,@showapi/agri-visual-teaching-card-generator-showapi,2047,0,0,enterprise,education,万维易源,true,昆明秀派科技有限公司,,2026-08-17,2026-09-15,1.0.0,基于作物名称与病虫害特征描述，生成包含病虫害写实识别图（强制中文标注）与慢速通俗语音讲解的标准化农技可视化教材卡片；适用于农技推广、病虫害防治指导、下沉市场农户科普场景,基于作物名称与病虫害特征描述，生成包含病虫害写实识别图（强制中文标注）与慢速通俗语音讲解的标准化农技可视化教材卡片；适用于农技推广、病虫害防治指导、下沉市场农户科普场景
383,auto-updater,@zcwl/auto-updater,2037,0,0,enterprise,ai-agent,智创未来,true,成都智创未来教育管理合伙企业（有限合伙）,,2026-08-20,2026-09-15,1.0.0,每日自动检查更新SkillHub与技能。每日自动检查更新SkillHub与技能。Automatically update SkillHub and all installed skills,每日自动检查更新SkillHub与技能。每日自动检查更新SkillHub与技能。Automatically update SkillHub and all installed skills
384,tencent-mps-intl,@tencent-adm/tencent-mps-intl,2028,9,0,enterprise,design-media,腾讯视频云MPaaS团队,true,腾讯科技（深圳）有限公司,,2026-04-16,2026-09-15,1.3.2,Tencent Cloud MPS. Trigger: [Transcode] compress/resolution/fps. [Enhance] quality/restore/super-res/anti-shake. [Audio] vocal-separation/BGM/remove-vocals. [Subtitle] extract/translate/ASR/OCR/SRT. [,Tencent Cloud MPS. Trigger: [Transcode] compress/resolution/fps. [Enhance] quality/restore/super-res/anti-shake. [Audio] vocal-separation/BGM/remove-vocals. [Subtitle] extract/translate/ASR/OCR/SRT. [
385,storefront-signboard-design-showapi,@showapi/storefront-signboard-design-showapi,2024,0,0,enterprise,design-media,万维易源,true,昆明秀派科技有限公司,,2026-08-21,2026-09-15,1.0.0,基于用户上传的门头照片和设计要求，进行安全审核、视觉特征分析和需求意图解析，融合生成专业的生图提示词，最终输出重绘后的门头设计效果图及后续优化建议,基于用户上传的门头照片和设计要求，进行安全审核、视觉特征分析和需求意图解析，融合生成专业的生图提示词，最终输出重绘后的门头设计效果图及后续优化建议
386,elderly-education-multimodal-material-showapi,@showapi/elderly-education-multimodal-material-showapi,2021,0,0,enterprise,education,万维易源,true,昆明秀派科技有限公司,,2026-08-18,2026-09-15,1.0.0,为老年大学生成多模态教学资源包，包括适老化教学步骤设计、配图生成、TTS音频讲解及图文一致性质量校验，支持12门课程，重点保障智能手机课程的UI准确性。,为老年大学生成多模态教学资源包，包括适老化教学步骤设计、配图生成、TTS音频讲解及图文一致性质量校验，支持12门课程，重点保障智能手机课程的UI准确性。
387,aoling-xiaohei-agent,@org-s25cw6k2/aoling-xiaohei-agent,2014,0,4,enterprise,content-creation,广州遨灵科技技术有限公司,true,广州遨灵科技技术有限公司,,2026-07-01,2026-09-15,1.0.0,"生成 Ian 风格的中文正文配图。用于用户要求为中文文章、帖子、博客、Notion 文档、工作流文档、方法论、流程、结构、状态、隐喻或观点生成""怪诞""""小黑""""手绘""""正文配图""""文章插图""""配图建议""""shot list""""去标题/改图""等任务；默认使用小黑 IP、纯白手绘、少量红橙蓝批注、简洁清爽但天马行空的视觉风格。","生成 Ian 风格的中文正文配图。用于用户要求为中文文章、帖子、博客、Notion 文档、工作流文档、方法论、流程、结构、状态、隐喻或观点生成""怪诞""""小黑""""手绘""""正文配图""""文章插图""""配图建议""""shot list""""去标题/改图""等任务；默认使用小黑 IP、纯白手绘、少量红橙蓝批注、简洁清爽但天马行空的视觉风格。"
388,tencent-vod,@tencent-adm/tencent-vod,2013,38,1,enterprise,design-media,腾讯视频云MPaaS团队,true,腾讯科技（深圳）有限公司,,2026-04-14,2026-09-15,1.1.3,腾讯云 VOD（云点播）操作命令生成专用助手。只要用户的请求涉及 VOD 的任何具体操作，必须触发此 Skill，包括但不限于：【上传】本地视频/音频/图片上传、URL拉取上传到VOD、设置过期时间/SessionId去重/存储路径/按应用名上传；【媒体处理】转码/极速高清/截图/雪碧图/视频增强/真人增强/漫剧增强/短剧场景转码/电商场景转码/场景转码/转封装/remux/转为HLS/MP4/G,腾讯云 VOD（云点播）操作命令生成专用助手。只要用户的请求涉及 VOD 的任何具体操作，必须触发此 Skill，包括但不限于：【上传】本地视频/音频/图片上传、URL拉取上传到VOD、设置过期时间/SessionId去重/存储路径/按应用名上传；【媒体处理】转码/极速高清/截图/雪碧图/视频增强/真人增强/漫剧增强/短剧场景转码/电商场景转码/场景转码/转封装/remux/转为HLS/MP4/G
389,pptx,@org-02qudk26/pptx,2010,0,0,enterprise,office-efficiency,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-29,2026-09-15,1.0.0,用于制作和修改演示文稿，帮助用户减少重复操作并得到可直接使用的结果。,用于制作和修改演示文稿，帮助用户减少重复操作并得到可直接使用的结果。
390,ixhlink-skills-image-banana,@ixhlink/ixhlink-skills-image-banana,2007,0,0,enterprise,design-media,星华智联科技,true,莆田市星华智联科技有限公司,,2026-07-03,2026-09-15,1.0.4,基于 Google Nano Banana（Gemini 原生图像模型）的文生图、图生图与对话式修图助手，擅长画面内文字渲染、4K 高清、多参考图一致性；当用户要求「nano banana」「Nano Banana」「香蕉模型」「Gemini 画图」「Gemini 出图」「Gemini 修图」「带文字的海报图」「4K 出图」「多参考图生成」或需要高质量文字/多图一致性出图时使用。,基于 Google Nano Banana（Gemini 原生图像模型）的文生图、图生图与对话式修图助手，擅长画面内文字渲染、4K 高清、多参考图一致性；当用户要求「nano banana」「Nano Banana」「香蕉模型」「Gemini 画图」「Gemini 出图」「Gemini 修图」「带文字的海报图」「4K 出图」「多参考图生成」或需要高质量文字/多图一致性出图时使用。
391,marketing-attribution-funnel-generator-showapi,@showapi/marketing-attribution-funnel-generator-showapi,1998,0,0,enterprise,data-analysis,万维易源,true,昆明秀派科技有限公司,,2026-08-17,2026-09-15,1.0.0,深度解析用户营销报告，提取或推断多触点归因数据，生成带中文标注的专业商务级漏斗图；适用于营销数据分析、多触点转化漏斗可视化、归因模型展示场景,深度解析用户营销报告，提取或推断多触点归因数据，生成带中文标注的专业商务级漏斗图；适用于营销数据分析、多触点转化漏斗可视化、归因模型展示场景
392,person-landmark-check-in-photo-showapi,@showapi/person-landmark-check-in-photo-showapi,1989,0,0,enterprise,design-media,万维易源,true,昆明秀派科技有限公司,,2026-08-17,2026-09-15,1.0.0,上传人物照片，输入打卡地点和姿势要求，生成写实风格的景点打卡照片；适用于旅游打卡、虚拟旅游、社交媒体配图、创意合影场景,上传人物照片，输入打卡地点和姿势要求，生成写实风格的景点打卡照片；适用于旅游打卡、虚拟旅游、社交媒体配图、创意合影场景
393,weather-life-voice-broadcast-showapi,@showapi/weather-life-voice-broadcast-showapi,1988,0,0,enterprise,life-service,万维易源,true,昆明秀派科技有限公司,,2026-08-21,2026-09-15,1.0.0,生成包含天气状况、穿衣及出行建议的语音播报及配套精美动画风格配图；适用于视障或识字困难人群的生活辅助、无障碍天气查询、图文语音视听结合指南场景,生成包含天气状况、穿衣及出行建议的语音播报及配套精美动画风格配图；适用于视障或识字困难人群的生活辅助、无障碍天气查询、图文语音视听结合指南场景
394,cross-stitch-chart-generator-showapi,@showapi/cross-stitch-chart-generator-showapi,1987,0,0,enterprise,design-media,万维易源,true,昆明秀派科技有限公司,,2026-08-17,2026-09-15,1.0.0,接收任意照片生成专业的十字绣格子图纸，自动计算并标注简体中文色号、针数、用线量；适用于照片转十字绣图案、手工DIY设计、绣品材料预算场景,接收任意照片生成专业的十字绣格子图纸，自动计算并标注简体中文色号、针数、用线量；适用于照片转十字绣图案、手工DIY设计、绣品材料预算场景
395,pet-god-identification-showapi,@showapi/pet-god-identification-showapi,1973,0,0,enterprise,design-media,万维易源,true,昆明秀派科技有限公司,,2026-08-17,2026-09-15,1.0.1,根据用户上传的宠物图片，识别宠物特征并匹配中国传统神话神祇，生成神像风格图片及趣味TTS播报音频；适用于宠物趣味内容创作、社交分享、文创IP生成场景,根据用户上传的宠物图片，识别宠物特征并匹配中国传统神话神祇，生成神像风格图片及趣味TTS播报音频；适用于宠物趣味内容创作、社交分享、文创IP生成场景
396,pptx,@org-vpqyrp32/pptx,1967,0,0,enterprise,office-efficiency,火星人智能,true,火星人智能科技（昆明）有限责任公司,,2026-08-09,2026-09-15,1.0.2,"Use this skill any time a .pptx or .potx file is involved in any way — as input, output, or both. This includes: creating slide decks, pitch decks, or presentations; reading, parsing, or extracting te","Use this skill any time a .pptx or .potx file is involved in any way — as input, output, or both. This includes: creating slide decks, pitch decks, or presentations; reading, parsing, or extracting te"
397,cake-sketch-to-effect-image-showapi,@showapi/cake-sketch-to-effect-image-showapi,1967,0,0,enterprise,design-media,万维易源,true,昆明秀派科技有限公司,,2026-08-17,2026-09-15,1.0.0,面点师通过提示词和蛋糕草图生成蛋糕实际效果图。适用于烘焙设计、蛋糕定制效果图生成、草图还原、视觉丰富化场景,面点师通过提示词和蛋糕草图生成蛋糕实际效果图。适用于烘焙设计、蛋糕定制效果图生成、草图还原、视觉丰富化场景
398,code-uml-text-analysis-showapi,@showapi/code-uml-text-analysis-showapi,1964,0,0,enterprise,dev-programming,万维易源,true,昆明秀派科技有限公司,,2026-08-18,2026-09-15,1.0.0,解析用户上传的代码文件与自定义分析要求，智能生成UML图与深度代码文本分析报告，并将两者逻辑融合为完整的结构化交付物；适用于代码审查、架构理解、技术文档生成、代码库快速熟悉场景,解析用户上传的代码文件与自定义分析要求，智能生成UML图与深度代码文本分析报告，并将两者逻辑融合为完整的结构化交付物；适用于代码审查、架构理解、技术文档生成、代码库快速熟悉场景
399,pet-personified-portrait-generation-showapi,@showapi/pet-personified-portrait-generation-showapi,1964,0,1,enterprise,design-media,万维易源,true,昆明秀派科技有限公司,,2026-08-19,2026-09-15,1.0.0,基于用户上传的宠物原图，通过视觉特征提取、提示词智能构建与图生图渲染，生成高保真保留宠物本体特征的拟人化高清写真图片；适用于宠物IP形象设计、趣味萌宠拟人化、宠物周边定制场景,基于用户上传的宠物原图，通过视觉特征提取、提示词智能构建与图生图渲染，生成高保真保留宠物本体特征的拟人化高清写真图片；适用于宠物IP形象设计、趣味萌宠拟人化、宠物周边定制场景
400,poster-assistant,@org-qm8l8iwu/poster-assistant,1951,0,7,enterprise,design-media,易企秀,true,北京中网易企秀科技有限公司,,2026-05-06,2026-09-15,1.0.0,易企秀**海报模板**覆盖海报设计、在线制作、GIF动图等场景，提供海量精美的海报模板图片与设计素材。本 Skill 用于搜索易企秀海报模板资源，在用户提出海报设计、海报模板、在线海报制作、GIF动图制作等需求时，调用脚本返回标题、链接、描述、浏览量等结果。,海报模板覆盖海报设计、在线制作、GIF动图等场景，提供海量精美的海报模板图片与设计素材
401,canvas-design,@org-02qudk26/canvas-design,1948,0,0,enterprise,design-media,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-09-15,1.0.0,使用设计哲学创建精美的.png和.pdf视觉艺术作品。当用户要求创建海报、艺术品、设计或其他静态作品时，应使用此技能。创作原创视觉设计，绝不抄袭现有艺术家作品以,使用设计哲学创建精美的.png和.pdf视觉艺术作品。当用户要求创建海报、艺术品、设计或其他静态作品时，应使用此技能。创作原创视觉设计，绝不抄袭现有艺术家作品以
402,tongdaxin-stock-analysis,@jiangyun/tongdaxin-stock-analysis,1920,0,0,enterprise,professional,江云科技,true,江门市江云科技有限公司,,2026-07-22,2026-09-15,1.0.0,通达信连接器，查询全球股票行情数据、研究报告、公告资讯和宏观信息。支持通达信指标、条件选股、个股基本面分析、同行业对比和智能选股筛查。,通达信连接器，查询全球股票行情数据、研究报告、公告资讯和宏观信息。支持通达信指标、条件选股、个股基本面分析、同行业对比和智能选股筛查。
403,automation-workflows,@zcwl/automation-workflows,1905,0,0,enterprise,ai-agent,智创未来,true,成都智创未来教育管理合伙企业（有限合伙）,,2026-08-14,2026-09-15,1.0.0,自动化每周做两次以上的非创意任务以扩大规模,自动化每周做两次以上的非创意任务以扩大规模
404,tencentcloud-ocr-extractdocagent,@tencent-adm/tencentcloud-ocr-extractdocagent,1903,249,0,enterprise,office-efficiency,腾讯云文字识别团队,true,腾讯科技（深圳）有限公司,,2026-03-09,2026-09-15,1.0.3,腾讯云实时文档抽取Agent(ExtractDocAgent)接口调用技能。当用户需要从图片或PDF中按自定义字段名称进行结构化信息抽取时，应使用此技能。支持自定义字段名称、字段类型（KV对或表格字段）和字段提示词，实现灵活的文档信息提取。适用于合同、发票、报告等各类文档的结构化数据抽取场景。,腾讯云实时文档抽取Agent(ExtractDocAgent)接口调用技能。当用户需要从图片或PDF中按自定义字段名称进行结构化信息抽取时，应使用此技能。支持自定义字段名称、字段类型（KV对或表格字段）和字段提示词，实现灵活的文档信息提取。适用于合同、发票、报告等各类文档的结构化数据抽取场景。
405,nano-pdf,@zcwl/nano-pdf,1900,0,0,enterprise,office-efficiency,智创未来,true,成都智创未来教育管理合伙企业（有限合伙）,,2026-08-14,2026-09-15,1.0.2,用nano-pdf CLI按自然语言指令编辑PDF。Edit PDFs with natural-language instructions using the nano-pdf CLI。核,用nano-pdf CLI按自然语言指令编辑PDF。Edit PDFs with natural-language instructions using the nano-pdf CLI。核
406,pptx,@zcwl/pptx,1887,0,0,enterprise,office-efficiency,智创未来,true,成都智创未来教育管理合伙企业（有限合伙）,,2026-08-14,2026-09-15,1.0.0,手工操作效率低易出错。智能化自动处理，pptx场景效率提升3倍。,手工操作效率低易出错。智能化自动处理，pptx场景效率提升3倍。
407,course-video-studio,@beatra-ai/course-video-studio,1881,0,1,enterprise,education,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-22,2026-09-15,0.1.1,用讲稿和一张授权讲师人像，做成每一讲的数字人口播课程视频。这个课程视频和数字人讲师工作室会先做好课程旁白，再把每一讲做成稳定的口播成片，培训团队不用再搭棚拍摄。适用于课程视频、培训视频、数字人讲课、课件视频、网课视频、AI课程视频、讲师口播、培训口播视频和系列课件口播。,用讲稿和一张授权讲师人像，做成每一讲的数字人口播课程视频。这个课程视频和数字人讲师工作室会先做好课程旁白，再把每一讲做成稳定的口播成片，培训团队不用再搭棚拍摄。适用于课程视频、培训视频、数字人讲课、课件视频、网课视频、AI课程视频、讲师口播、培训口播视频和系列课件口播。
408,driving-exam-question-generator-showapi,@showapi/driving-exam-question-generator-showapi,1862,0,0,enterprise,education,万维易源,true,昆明秀派科技有限公司,,2026-08-17,2026-09-15,1.0.0,根据驾考考点与题型，自动生成符合交规的题目（题干、选项、答案、解析）及官方风格配套配图；适用于驾考题目批量生成、题库扩充、驾考教学辅导场景,根据驾考考点与题型，自动生成符合交规的题目（题干、选项、答案、解析）及官方风格配套配图；适用于驾考题目批量生成、题库扩充、驾考教学辅导场景
409,api-gateway,@zcwl/api-gateway,1862,0,0,enterprise,ai-agent,智创未来,true,成都智创未来教育管理合伙企业（有限合伙）,,2026-08-14,2026-09-14,1.0.1,"通过托管API网关连接Slack/Gmail/Stripe等外部服务,含连接管理、触发器、事件重放与安全审批","通过托管API网关连接Slack/Gmail/Stripe等外部服务,含连接管理、触发器、事件重放与安全审批"
410,generate-official-guide-image-showapi,@showapi/generate-official-guide-image-showapi,1849,0,0,enterprise,professional,万维易源,true,昆明秀派科技有限公司,,2026-08-19,2026-09-15,1.0.0,基于用户办事目标自动联网检索官方标准流程，生成步骤准确、合规可商用的极简流程导引图，并附带流程来源标注与免责声明；适用于政务服务、企业办事、生活指南等场景,基于用户办事目标自动联网检索官方标准流程，生成步骤准确、合规可商用的极简流程导引图，并附带流程来源标注与免责声明；适用于政务服务、企业办事、生活指南等场景
