rank,slug,canonical_name,downloads,installs,stars,source,category,publisher,publisher_verified,certified_name,upstream_url,created_at,updated_at,version,description,description_zh
426,alice-fund-screening-investment-advisory,@org-r64ixwde/alice-fund-screening-investment-advisory,451,0,2,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-18,1.0.1,调用万得 Alice Agent 的「基金筛选与投资建议」专业技能，可根据用户的风险偏好、投资目标、投资期限等条件筛选合适的基金，并结合业绩表现、风险指标、持仓结构、基金经理等维度进行对比分析，生成结构化基金筛选结果、配置建议与风险提示。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alice 账户，获取专属 API K,调用万得 Alice Agent 的「基金筛选与投资建议」专业技能，可根据用户的风险偏好、投资目标、投资期限等条件筛选合适的基金，并结合业绩表现、风险指标、持仓结构、基金经理等维度进行对比分析，生成结构化基金筛选结果、配置建议与风险提示。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alice 账户，获取专属 API K
427,engagement-draw,@org-qm8l8iwu/engagement-draw,451,0,1,enterprise,business-ops,易企秀,true,北京中网易企秀科技有限公司,,2026-05-06,2026-08-18,1.0.0,易企秀**互动抽奖小游戏制作工具**，提供海量微信抽奖、H5小游戏模板，操作简单，3分钟即可免费制作在线抽奖、抽奖大转盘、微信红包抽奖、九宫格、砸金蛋、刮刮乐等低成本微信互动抽奖，适合门店引流、线上营销活动。本 Skill 用于搜索易企秀互动抽奖模板资源，在用户提出抽奖、大转盘、红包抽奖、小游戏、互动营销等需求时，调用脚本返回标题、链接、描述、浏览量等结果。,"互动抽奖小游戏制作工具,提供海量微信抽奖,h5小游戏模板,操作简单3分钟即可免费制作在线抽奖,抽奖大转盘,微信红包抽奖,九宫格,砸金蛋,刮刮乐等低成本微信互动抽奖,门店引流,线上营销活动。"
428,meihua-yishu,@org-gfrg4dba/meihua-yishu,450,0,0,enterprise,knowledge-management,上海熵海领航科技有限公司,true,上海熵海领航科技有限公司,,2026-07-22,2026-08-18,1.0.2,邵雍正宗梅花易数，先天数起卦+体用生克+互卦变卦+月令旺衰，64卦全维度专业解读 北宋邵雍《梅花易数》正宗算法，纯服务端运行。 支持三种起卦方式：时间起卦（邵雍正宗法）、报数起卦、字数起卦 支持三个解读深度：基础版 / 详细版 / 大师级 专业实现： • 先天数起卦（乾一兑二离三震四巽五坎六艮七坤八） • 体用判定（动爻所在卦为用，另一卦为体） ,邵雍正宗梅花易数，先天数起卦+体用生克+互卦变卦+月令旺衰，64卦全维度专业解读 北宋邵雍《梅花易数》正宗算法，纯服务端运行。 支持三种起卦方式：时间起卦（邵雍正宗法）、报数起卦、字数起卦 支持三个解读深度：基础版 / 详细版 / 大师级 专业实现： • 先天数起卦（乾一兑二离三震四巽五坎六艮七坤八） • 体用判定（动爻所在卦为用，另一卦为体） 
429,frontend-developer,@org-02qudk26/frontend-developer,446,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,构建 React 组件、实现响应式布局，并处理客户端状态管理。精通 React 19、Next.js 15 与现代前端架构。优化性能并确保无障碍。在创建 UI,构建 React 组件、实现响应式布局，并处理客户端状态管理。精通 React 19、Next.js 15 与现代前端架构。优化性能并确保无障碍。在创建 UI
430,company-scan,@org-nbb03iiz/company-scan,445,0,0,enterprise,business-ops,亿欧,true,北京亿欧网盟科技有限公司,,2026-06-03,2026-08-18,1.0.0,快速筛选出符合特定条件的企业并返回结构化列表。,快速筛选出符合特定条件的企业并返回结构化列表。
431,wpsknowledgebase,@wps/wpsknowledgebase,444,0,3,enterprise,knowledge-management,珠海金山办公软件有限公司,true,珠海金山办公软件有限公司,,2026-07-09,2026-08-18,2.0.1,WPS知识库具备让 AI 助手直接操作知识库能力：浏览/创建/删除知识库、管理文件与文件夹、上传本地文档、导入云文档、格式转换（如 Markdown 转智能文档），以及最核心的智能问答能力（支持联网搜索与深度思考）。支持分享链接生成、知识库配置修改等全生命周期管理。,WPS知识库具备让 AI 助手直接操作知识库能力：浏览/创建/删除知识库、管理文件与文件夹、上传本地文档、导入云文档、格式转换（如 Markdown 转智能文档），以及最核心的智能问答能力（支持联网搜索与深度思考）。支持分享链接生成、知识库配置修改等全生命周期管理。
432,alice-fact-check,@org-r64ixwde/alice-fact-check,441,0,1,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-18,1.0.2,调用万得 Alice Agent 的「事实核验」专业技能，可对新闻、研报、社交媒体、会议材料或其他 AI 生成内容中的金融信息进行逐点核查。用户只需粘贴包含金融数据、公司声明或行业事件的文字，即可验证其中的数据和事实是否准确，并生成结构化核查报告，标明哪些准确、哪些有出入、哪些暂时无法核实。首次使用前需访问 https://alice.wind.com.cn/settings?tab=accoun,调用万得 Alice Agent 的「事实核验」专业技能，可对新闻、研报、社交媒体、会议材料或其他 AI 生成内容中的金融信息进行逐点核查。用户只需粘贴包含金融数据、公司声明或行业事件的文字，即可验证其中的数据和事实是否准确，并生成结构化核查报告，标明哪些准确、哪些有出入、哪些暂时无法核实。首次使用前需访问 https://alice.wind.com.cn/settings?tab=accoun
433,gfetfsearch,@org-mijzrode/gfetfsearch,440,0,2,enterprise,professional,广发证券,true,广发证券股份有限公司,,2026-06-12,2026-08-18,1.0.0,本Skill基于广发证券权威数据接口构建，支持按收益率、回撤、夏普、估值温度、规模、赛道、交易属性等多维条件筛选ETF。适用于寻找特定主题ETF、做收益与风险条件过滤、构建ETF候选池的场景，提供权威实时ETF筛选数据。,本Skill基于广发证券权威数据接口构建，支持按收益率、回撤、夏普、估值温度、规模、赛道、交易属性等多维条件筛选ETF。适用于寻找特定主题ETF、做收益与风险条件过滤、构建ETF候选池的场景，提供权威实时ETF筛选数据。
434,gflhb,@org-mijzrode/gflhb,440,0,2,enterprise,professional,广发证券,true,广发证券股份有限公司,,2026-06-12,2026-08-18,1.0.0,广发证券龙虎榜个股查询Skill，获取指定日期、沪深市场异常上榜个股数据,广发证券龙虎榜个股查询Skill，获取指定日期、沪深市场异常上榜个股数据
435,alice-global-share-quarterly-earnings-review,@org-r64ixwde/alice-global-share-quarterly-earnings-review,439,0,1,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-18,1.0.1,调用万得 Alice Agent 的「全球上市公司季报点评」专业技能，输入公司名称或股票代码及报告期，即可生成标准卖方研究风格的财报点评，支持 A 股、港股、美股及欧洲市场，覆盖业绩回顾、盈利能力、投资逻辑、盈利预测和风险提示，可用于研报初稿、客户沟通材料和业绩会前准备。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Al,调用万得 Alice Agent 的「全球上市公司季报点评」专业技能，输入公司名称或股票代码及报告期，即可生成标准卖方研究风格的财报点评，支持 A 股、港股、美股及欧洲市场，覆盖业绩回顾、盈利能力、投资逻辑、盈利预测和风险提示，可用于研报初稿、客户沟通材料和业绩会前准备。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Al
436,e-commerce-price-monitoring-skill,@baitongai/e-commerce-price-monitoring-skill,439,0,0,enterprise,data-analysis,百通AI服务平台,true,北京赛柏蓝科技有限公司,,2026-07-16,2026-08-18,1.0.0,多平台电商比价技能。基于 Kimi WebBridge 实现浏览器自动化爬取，不限于特定平台——任意电商网站均可采集，通过 snapshot + evaluate 通用适配。常用平台（淘宝/京东/1688/拼多多/天猫/苏宁/唯品会/亚马逊中国等）已预置选择器模板。支持药品、电子产品、食品饮料等全品类跨平台比价，结构化数据提取、批量爬取、价格趋势分析、反爬对抗策略。触发词：电商比价、价格监控、爬取,多平台电商比价技能。基于 Kimi WebBridge 实现浏览器自动化爬取，不限于特定平台——任意电商网站均可采集，通过 snapshot + evaluate 通用适配。常用平台（淘宝/京东/1688/拼多多/天猫/苏宁/唯品会/亚马逊中国等）已预置选择器模板。支持药品、电子产品、食品饮料等全品类跨平台比价，结构化数据提取、批量爬取、价格趋势分析、反爬对抗策略。触发词：电商比价、价格监控、爬取
437,moways-docx,@org-vc3t81nj/moways-docx,439,0,0,enterprise,office-efficiency,博维管理咨询,true,博维管理咨询（广州）有限公司,,2026-07-17,2026-08-18,2.7.0,按博维管理咨询 Word 行文排版标准自动规范 Word 文件排版。覆盖页面设置、字体字号、标题层级、行距段距、页码页眉、目录、三线表等全部规则。支持自动排版、排版审查、新建报告三种模式。,按博维管理咨询 Word 行文排版标准自动规范 Word 文件排版。覆盖页面设置、字体字号、标题层级、行距段距、页码页眉、目录、三线表等全部规则。支持自动排版、排版审查、新建报告三种模式。
438,cn-canvas-design,@org-02qudk26/cn-canvas-design,437,0,0,enterprise,design-media,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-18,1.0.0,使用设计哲学在 .png 与 .pdf 文档中创作优美的视觉艺术。当用户要求创作海报、艺术品、设计或其他静态作品时使用本技能。创作原创视觉设计，绝不抄袭现有艺术,使用设计哲学在 .png 与 .pdf 文档中创作优美的视觉艺术。当用户要求创作海报、艺术品、设计或其他静态作品时使用本技能。创作原创视觉设计，绝不抄袭现有艺术
439,diagram-workflow-method,@efficient-technology/diagram-workflow-method,436,0,0,enterprise,design-media,效享网络,true,四川效享网络科技有限公司,,2026-06-06,2026-08-18,1.0.1,架构图与流程图绘制方法。核心能力：将任何系统/流程/数据结构可视化表达为结构化图表（架构图、流程图、时序图、状态机、ER图、拓扑图等）。覆盖从需求理解、图表类型判定、实体提取、关系编码、布局计算到SVG/Mermaid输出的全流程。8种图表类型、每种图表的组件清单与1个完整实战范本。通用方法，不绑定任何特定领域。...,架构图与流程图绘制方法。核心能力：将任何系统/流程/数据结构可视化表达为结构化图表（架构图、流程图、时序图、状态机、ER图、拓扑图等）。覆盖从需求理解、图表类型判定、实体提取、关系编码、布局计算到SVG/Mermaid输出的全流程。8种图表类型、每种图表的组件清单与1个完整实战范本。通用方法，不绑定任何特定领域。...
440,alice-bond-rate-outlook,@org-r64ixwde/alice-bond-rate-outlook,434,0,1,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-18,1.0.1,调用万得 Alice Agent 的「债券利率走势研判」专业技能，可对债券市场利率走势做系统化研判，支持交易、策略、配置三种投资视角自适应切换，覆盖宏观基本面、流动性、供需、曲线结构、技术情绪等维度，并结合量化评分与压力测试，生成利率走势判断与债券交易 / 配置建议。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alic,调用万得 Alice Agent 的「债券利率走势研判」专业技能，可对债券市场利率走势做系统化研判，支持交易、策略、配置三种投资视角自适应切换，覆盖宏观基本面、流动性、供需、曲线结构、技术情绪等维度，并结合量化评分与压力测试，生成利率走势判断与债券交易 / 配置建议。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alic
441,embedded-systems,@kunlungrowth/embedded-systems,432,0,1,enterprise,dev-programming,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-07-26,2026-08-18,1.0.0,用 STM32/ESP32、FreeRTOS 与裸机开发固件。,用 STM32/ESP32、FreeRTOS 与裸机开发固件。
442,vidu-video-generate-2,@vidu/vidu-video-generate-2,432,0,1,enterprise,design-media,北京生数科技股份有限公司,false,,,2026-05-19,2026-08-18,1.2.0,Vidu开放平台的视频生成能力，支持文生视频、图生视频、参考生视频、首尾帧生视频支持使用Vidu开放平台提供的所有模型版本。,Vidu开放平台的视频生成能力，支持文生视频、图生视频、参考生视频、首尾帧生视频支持使用Vidu开放平台提供的所有模型版本。
443,itjuzitelegram,@org-h3dteuff/itjuzitelegram,430,0,0,enterprise,business-ops,IT桔子,true,北京岁月桔子科技有限公司,,2026-05-26,2026-08-18,1.0.0,查询 IT桔子创投电报。当用户询问今日最新事件、当天融资动态、近期创投消息、赛道事件流时触发。,查询IT桔子创投电报，触发于用户询问今日最新事件、当天融资动态、近期创投消息或赛道事件流。
444,video-film-maker-pro-2,@vidu/video-film-maker-pro-2,430,0,1,enterprise,design-media,北京生数科技股份有限公司,false,,,2026-05-19,2026-08-18,1.2.0,核心使用Vidu生视频能力，上传图片+需求，一句话指令生成完整的成片，适用于娱乐，泛互，游戏，动画，广告等多场景。,核心使用Vidu生视频能力，上传图片+需求，一句话指令生成完整的成片，适用于娱乐，泛互，游戏，动画，广告等多场景。
445,pharma-geo-playbook,@baitongai/pharma-geo-playbook,430,0,3,enterprise,professional,百通AI服务平台,true,北京赛柏蓝科技有限公司,,2026-07-02,2026-08-16,1.0.0,"为医药行业设计 GEO 方案的专用 skill。GEO = 让品牌在 AI 回答(DeepSeek/豆包/Kimi/百度健康等)里被正确描述、被主动推荐、被引用其方法论。 医药与其它行业的根本差异:别的行业 GEO 做差了只是效果不好;医药做错了是违法。 所以本 skill 的第一原则是——合规是闸门,不是注脚。任何诊断、命名、内容、投放动作开始前,必须先通过分诊与合规护栏。 本 skill ","为医药行业设计 GEO 方案的专用 skill。GEO = 让品牌在 AI 回答(DeepSeek/豆包/Kimi/百度健康等)里被正确描述、被主动推荐、被引用其方法论。 医药与其它行业的根本差异:别的行业 GEO 做差了只是效果不好;医药做错了是违法。 所以本 skill 的第一原则是——合规是闸门,不是注脚。任何诊断、命名、内容、投放动作开始前,必须先通过分诊与合规护栏。 本 skill "
446,douyin-daily-hot-pro,@redfox-data/douyin-daily-hot-pro,429,0,0,enterprise,data-analysis,红狐数据,false,,,2026-06-05,2026-08-18,1.0.1,抖音每日最热作品榜查询工具。日度收录全平台抖音作品，输出单日点赞TOP50榜单，支持按赛道分类查询、历史日期回溯（最多30天）、个性化订阅推送。当用户查询抖音热榜、抖音日榜、抖音爆款作品、抖音赛道排名、抖音达人排名、抖音热门内容时使用。触发词：抖音热榜、抖音日榜、抖音排名、抖音爆款、抖音最热、抖音TOP榜、抖音赛道榜单。,抖音每日最热作品榜查询工具。日度收录全平台抖音作品，输出单日点赞TOP50榜单，支持按赛道分类查询、历史日期回溯（最多30天）、个性化订阅推送。当用户查询抖音热榜、抖音日榜、抖音爆款作品、抖音赛道排名、抖音达人排名、抖音热门内容时使用。触发词：抖音热榜、抖音日榜、抖音排名、抖音爆款、抖音最热、抖音TOP榜、抖音赛道榜单。
447,pdf-image-text-extractor-redfox,@redfox-data/pdf-image-text-extractor-redfox,429,0,0,enterprise,office-efficiency,红狐数据,false,,,2026-05-26,2026-08-18,1.0.0,从图片或 PDF 文档中识别并提取文字内容，支持多种图片格式和 PDF 文件，自动判断是否包含文字并保留原始格式输出结构化结果；当用户需要从图片或 PDF 提取文字、进行 OCR 识别、处理含文字的文档或转换为可编辑文本时使用,从图片或 PDF 文档中识别并提取文字内容，支持多种图片格式和 PDF 文件，自动判断是否包含文字并保留原始格式输出结构化结果；当用户需要从图片或 PDF 提取文字、进行 OCR 识别、处理含文字的文档或转换为可编辑文本时使用
448,kunlunyaochi,@syln/kunlunyaochi,428,0,2,enterprise,ai-agent,辽沈热线,true,沈阳百事通网络科技有限公司,,2026-07-30,2026-08-17,9.2.9,让 AI 体拥有持久记忆。一键初始化，一行昆仑令恢复全部记忆。自动蒸馏去重、语义搜索、五层加密容灾。适合需要长期记忆的 AI 体——客服、运维、代码助手、个人助理。kunlunyaochi.com 为自有服务端点，数据仅经 HTTPS 传输至用户加密记忆库，非第三方数据收集。,让 AI 体拥有持久记忆。一键初始化，一行昆仑令恢复全部记忆。自动蒸馏去重、语义搜索、五层加密容灾。适合需要长期记忆的 AI 体——客服、运维、代码助手、个人助理。kunlunyaochi.com 为自有服务端点，数据仅经 HTTPS 传输至用户加密记忆库，非第三方数据收集。
449,vidu-speech-generate-2,@vidu/vidu-speech-generate-2,427,0,2,enterprise,design-media,北京生数科技股份有限公司,false,,,2026-05-19,2026-08-18,1.2.0,Vidu AI 语音合成与声音复刻。支持303个音色TTS语音合成、声音复刻功能。对话式调用，自动推荐音色。,Vidu AI 语音合成与声音复刻。支持303个音色TTS语音合成、声音复刻功能。对话式调用，自动推荐音色。
450,gfstockvaluation,@org-mijzrode/gfstockvaluation,426,0,1,enterprise,professional,广发证券,true,广发证券股份有限公司,,2026-06-12,2026-08-18,1.0.1,基于广发证券接口，查询多只股票市值、PE、PB、行业均值与估值百分位，用于个股估值横向财务对比。,基于广发证券接口，查询多只股票市值、PE、PB、行业均值与估值百分位，用于个股估值横向财务对比。
451,kunlun-zhoubao,@kunlungrowth/kunlun-zhoubao,425,0,0,enterprise,office-efficiency,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-08-03,2026-08-18,1.0.2,【周报】企业办公自动化落地演示：把零散进展一键汇成结构化周报——本周完成、风险阻塞、下周计划、需协调资源，管理层一眼看清。支持团队汇总与向上汇报。昆仑增长企业AI落地服务样例。,【周报】企业办公自动化落地演示：把零散进展一键汇成结构化周报——本周完成、风险阻塞、下周计划、需协调资源，管理层一眼看清。支持团队汇总与向上汇报。昆仑增长企业AI落地服务样例。
452,pet-video-script-domain,@efficient-technology/pet-video-script-domain,425,0,0,enterprise,content-creation,效享网络,true,四川效享网络科技有限公司,,2026-06-06,2026-08-18,1.0.1,萌宠短视频创作知识参考库（领域负载物）。覆盖宠物角色建档、故事概念设计、分镜脚本生成、AI视频提示词四大域，含15种任务类型。为AI视频生成工具（Seedance 2.0/Kling/Veo等）提供结构化分镜脚本与英文提示词。触发词：萌宠视频、宠物脚本、pet video script、萌宠短视频、宠物分镜、AI...,萌宠短视频创作知识参考库（领域负载物）。覆盖宠物角色建档、故事概念设计、分镜脚本生成、AI视频提示词四大域，含15种任务类型。为AI视频生成工具（Seedance 2.0/Kling/Veo等）提供结构化分镜脚本与英文提示词。触发词：萌宠视频、宠物脚本、pet video script、萌宠短视频、宠物分镜、AI...
453,douyin-realtime-hot-rise-org,@aiskills/douyin-realtime-hot-rise-org,424,0,2,enterprise,content-creation,抖音流量热点-爆款选题-对标账号,true,福建拓元教学仪器设备有限公司,,2026-07-05,2026-08-18,1.0.1,抖音上升热点选题助手适合内容创作者、运营、电商、营销在用户想知道接下来拍什么、写什么更可能有流量时使用，帮助基于输入材料生成上升热点列表、排名和变化趋势视图、可用于内容规划的选题线索。,抖音上升热点选题助手适合内容创作者、运营、电商、营销在用户想知道接下来拍什么、写什么更可能有流量时使用，帮助基于输入材料生成上升热点列表、排名和变化趋势视图、可用于内容规划的选题线索。
454,csr-analyzer,@engicool/csr-analyzer,422,0,4,enterprise,professional,工程客,true,上海锋库网络科技有限公司,,2026-07-04,2026-08-17,2.1.2,"判断用户提供的文档是否属于汽车行业质量管理体系 IATF 16949 中的客户特定要求 (Customer-Specific Requirements, CSR)。直接触发词：判断CSR、客户特定要求、CSR审核、IATF CSR、CSR分析。语义触发：当用户消息中包含'客户要求'+'质量体系'、'OEM特殊要求'、'汽车客户额外要求'、'供应商质量手册'等组合时自动激活。文档分析触发：分析这份文","判断用户提供的文档是否属于汽车行业质量管理体系 IATF 16949 中的客户特定要求 (Customer-Specific Requirements, CSR)。直接触发词：判断CSR、客户特定要求、CSR审核、IATF CSR、CSR分析。语义触发：当用户消息中包含'客户要求'+'质量体系'、'OEM特殊要求'、'汽车客户额外要求'、'供应商质量手册'等组合时自动激活。文档分析触发：分析这份文"
455,alice-broker-top-picks-tracker,@org-r64ixwde/alice-broker-top-picks-tracker,421,0,2,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-18,1.0.1,调用万得 Alice Agent 的「券商金股追踪」专业技能，可汇总主流券商每月发布的金股推荐名单，统计各标的被推荐次数与市场热度，梳理推荐逻辑、行业分布和近月变化趋势，帮助用户快速掌握机构共识标的、券商集中看好的行业主线及重点个股的推荐理由与潜在风险。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alice 账户，获取,调用万得 Alice Agent 的「券商金股追踪」专业技能，可汇总主流券商每月发布的金股推荐名单，统计各标的被推荐次数与市场热度，梳理推荐逻辑、行业分布和近月变化趋势，帮助用户快速掌握机构共识标的、券商集中看好的行业主线及重点个股的推荐理由与潜在风险。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alice 账户，获取
456,script-to-video-prompts,@cyinfo/script-to-video-prompts,421,0,2,enterprise,content-creation,储云科技,true,广州储云信息科技有限公司,,2026-07-06,2026-08-18,1.0.1,剧本丢进去，分镜提示词吐出来。自动识别角色外貌、场景光线、运镜节奏，逐镜头生成可直接喂给AI视频工具的提示词。内置一致性校验，角色不会跑型、光线不会跳变。支持TXT/Word/PDF/FDX多种剧本格式，一键导出Markdown/JSON/Excel。做短剧、产品宣传片、AI视频创作者的效率利器。,剧本丢进去，分镜提示词吐出来。自动识别角色外貌、场景光线、运镜节奏，逐镜头生成可直接喂给AI视频工具的提示词。内置一致性校验，角色不会跑型、光线不会跳变。支持TXT/Word/PDF/FDX多种剧本格式，一键导出Markdown/JSON/Excel。做短剧、产品宣传片、AI视频创作者的效率利器。
457,stock-analysis-redfox,@redfox-data/stock-analysis-redfox,420,0,0,enterprise,professional,红狐数据,false,,,2026-07-02,2026-08-18,1.0.0,基于5位公众号股票投资大V（猫笔刀、格兰投研、投资明见、财躺平、终身黑白）200+篇文章蒸馏形成的风格画像， 通过 AI Agent 实现风格化投资分析，支持单大V复盘、多V并行对比、板块漏斗筛选、短线选股、组合复盘、财报点评、 观点跟踪等多模式。当用户请求股票复盘、大V风格分析、多V对比、板块分析、短线选股、组合复盘、财报点评时使用。 触发词：股票复盘、大V分析、模拟大V、风格化复盘,基于5位公众号股票投资大V（猫笔刀、格兰投研、投资明见、财躺平、终身黑白）200+篇文章蒸馏形成的风格画像， 通过 AI Agent 实现风格化投资分析，支持单大V复盘、多V并行对比、板块漏斗筛选、短线选股、组合复盘、财报点评、 观点跟踪等多模式。当用户请求股票复盘、大V风格分析、多V对比、板块分析、短线选股、组合复盘、财报点评时使用。 触发词：股票复盘、大V分析、模拟大V、风格化复盘
458,gfetfsuperfund,@org-mijzrode/gfetfsuperfund,419,0,2,enterprise,professional,广发证券,true,广发证券股份有限公司,,2026-06-12,2026-08-18,1.0.0,本Skill基于广发证券权威数据接口构建，支持查询大幅流入、大幅流出、持续流入、持续流出超级资金异动ETF及近14日资金明细，跟踪ETF资金异动、研判市场资金方向。,本Skill基于广发证券权威数据接口构建，支持查询大幅流入、大幅流出、持续流入、持续流出超级资金异动ETF及近14日资金明细，跟踪ETF资金异动、研判市场资金方向。
459,longway-erp-skills,@org-qzhylp8y/longway-erp-skills,419,0,0,enterprise,business-ops,龙维商软,false,,,2026-06-15,2026-08-17,1.0.9,龙维 ERP 查询技能总入口。当需要查询龙维 ERP 的询报价、型号库存、销售管理、采购管理、应收应付、客户关系等数据时使用。,龙维 ERP 查询技能总入口。当需要查询龙维 ERP 的询报价、型号库存、销售管理、采购管理、应收应付、客户关系等数据时使用。
460,edu-thesis-writing,@kunlungrowth/edu-thesis-writing,418,0,0,enterprise,content-creation,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-07-25,2026-08-18,1.0.0,指导毕业论文选题开题文献综述与结构写作，含查重降重与答辩准备。,指导毕业论文选题开题文献综述与结构写作，含查重降重与答辩准备。
461,douyin-rise-ranking-redfox,@redfox-data/douyin-rise-ranking-redfox,418,0,0,enterprise,data-analysis,红狐数据,false,,,2026-06-05,2026-08-18,1.0.0,获取抖音涨粉账号推荐数据，支持日榜/周榜/月榜按分类查询抖音账号涨粉排行，含总粉丝数、涨粉率与粉丝增量；当用户需要查询抖音涨粉榜、分析各领域账号涨粉趋势、了解粉丝增长数据或获取运营参考时使用,获取抖音涨粉账号推荐数据，支持日榜/周榜/月榜按分类查询抖音账号涨粉排行，含总粉丝数、涨粉率与粉丝增量；当用户需要查询抖音涨粉榜、分析各领域账号涨粉趋势、了解粉丝增长数据或获取运营参考时使用
462,douyin-crawler,@redfox-data/douyin-crawler,417,0,2,enterprise,data-analysis,红狐数据,false,,,2026-06-10,2026-08-18,1.0.3,"抖音作品爬取工具，输入抖音名称或抖音ID，输出抖音账号基础信息和近期作品内容列表（最多50条）。当用户提到""爬取抖音作品""、""抖音作品列表""、""查看抖音视频""、""抖音内容采集""、""抓取抖音作品""时使用。","抖音作品爬取工具，输入抖音名称或抖音ID，输出抖音账号基础信息和近期作品内容列表（最多50条）。当用户提到""爬取抖音作品""、""抖音作品列表""、""查看抖音视频""、""抖音内容采集""、""抓取抖音作品""时使用。"
463,enterprise-bidding-decision-agent,@org-32m5yxyy/enterprise-bidding-decision-agent,416,0,4,enterprise,business-ops,知了标讯,true,北京百炼智能科技有限公司,,2026-06-24,2026-08-18,2.0.3,企业投标决策智能助手（知了标讯官方）。当用户给出一个具体的招标项目（公告链接/项目标题/招标文件），并希望进行投标决策相关分析时，必须使用此SKILL：该不该投/值不值得投、投标决策、标前分析、竞争对手预测（谁会来投标）、中标概率评估、报价参考/建议报价、采购方倾向分析、废标风险评估。基于知了标讯全网招中标历史数据输出带结论的决策报告。即使用户没有提到「投标决策」，只要涉及某个具体标该不该投、投标,企业投标决策智能助手（知了标讯官方）。当用户给出一个具体的招标项目（公告链接/项目标题/招标文件），并希望进行投标决策相关分析时，必须使用此SKILL：该不该投/值不值得投、投标决策、标前分析、竞争对手预测（谁会来投标）、中标概率评估、报价参考/建议报价、采购方倾向分析、废标风险评估。基于知了标讯全网招中标历史数据输出带结论的决策报告。即使用户没有提到「投标决策」，只要涉及某个具体标该不该投、投标
464,virallens,@org-gfrg4dba/virallens,413,0,1,enterprise,content-creation,上海熵海领航科技有限公司,true,上海熵海领航科技有限公司,,2026-07-30,2026-08-18,1.0.1,AI驱动的短视频拆解工具，支持TikTok/YouTube/B站/抖音/小红书，提供病毒传播评分+可执行优化建议+可复用脚本模板。 AI驱动的短视频拆解工具，支持 TikTok/YouTube/B站/抖音/小红书/Instagram 等平台视频深度分析。 核心功能 🎬 场景检测 — PySceneDetect 自动切分 + 关键帧提取 🎤 语音转文字 — ,AI驱动的短视频拆解工具，支持TikTok/YouTube/B站/抖音/小红书，提供病毒传播评分+可执行优化建议+可复用脚本模板。 AI驱动的短视频拆解工具，支持 TikTok/YouTube/B站/抖音/小红书/Instagram 等平台视频深度分析。 核心功能 🎬 场景检测 — PySceneDetect 自动切分 + 关键帧提取 🎤 语音转文字 — 
465,meituan-paotui,@org-tzvk0vz3/meituan-paotui,412,0,0,enterprise,life-service,美团,true,北京三快在线科技有限公司,,2026-07-09,2026-08-18,1.0.0,美团跑腿下单助手，支持场景：① 帮取送（A地取件送到B地，支持品类：餐饮、文件、生鲜、蛋糕、鲜花、数码、服饰、快递、五金、汽配等）② 帮买（代购商品）③ 帮取号（餐厅取号、医院挂号、其他取号）④ 帮搬装/帮扔杂物/其他帮忙（骑手到指定地址帮忙）。触发词：跑腿、下跑腿单、美团跑腿、同城配送、取号、挂号、排号、排队、帮搬、帮买、帮扔、帮忙、扔垃圾、寄文件、叫骑手、骑手帮忙、送东西、帮取、配送、帮送、买,美团跑腿下单助手，支持场景：① 帮取送（A地取件送到B地，支持品类：餐饮、文件、生鲜、蛋糕、鲜花、数码、服饰、快递、五金、汽配等）② 帮买（代购商品）③ 帮取号（餐厅取号、医院挂号、其他取号）④ 帮搬装/帮扔杂物/其他帮忙（骑手到指定地址帮忙）。触发词：跑腿、下跑腿单、美团跑腿、同城配送、取号、挂号、排号、排队、帮搬、帮买、帮扔、帮忙、扔垃圾、寄文件、叫骑手、骑手帮忙、送东西、帮取、配送、帮送、买
