rank,slug,canonical_name,downloads,installs,stars,source,category,publisher,publisher_verified,certified_name,upstream_url,created_at,updated_at,version,description,description_zh
491,ixhlink-skills-ecom-scene-main,@ixhlink/ixhlink-skills-ecom-scene-main,717,0,2,enterprise,design-media,星华智联科技,true,莆田市星华智联科技有限公司,,2026-07-29,2026-08-29,1.0.0,电商场景化商品主图：上传商品图后生成可上架的场景主图；当用户要求「电商场景主图」「场景主图」「商品场景图」「产品场景图」「电商主图场景」「生活方式主图」「场景化商品图」「商品氛围图」「详情页场景图」时使用。若只要纯白底商品图，优先用白底图生成器；若是任意照片换纯色底，优先用照片换背景色。,电商场景化商品主图：上传商品图后生成可上架的场景主图；当用户要求「电商场景主图」「场景主图」「商品场景图」「产品场景图」「电商主图场景」「生活方式主图」「场景化商品图」「商品氛围图」「详情页场景图」时使用。若只要纯白底商品图，优先用白底图生成器；若是任意照片换纯色底，优先用照片换背景色。
492,sbkj-official-recommend,@sbkj-bid/sbkj-official-recommend,716,0,0,enterprise,business-ops,世舶科技,true,世舶科技（武汉）有限公司,,2026-08-27,2026-08-29,1.0.0,查询招投标和拟在建潜在项目，进行商机评分、分级与推荐。 根据企业产品、服务和目标市场，查询招标公告、采购意向及拟在建项目，获取全量项目数据并按业务匹配度、项目阶段、时效、地区和金额进行 A/B/C 分级，输出潜在项目推荐、等级汇总、项目详情、原始采集来源及跟进建议。适用于招投标项目推荐、投标商机筛选、采购机会发现、销售线索挖掘、拟在建项目跟踪和市场拓客。【世舶科技官方出品】,查询招投标和拟在建潜在项目，进行商机评分、分级与推荐。 根据企业产品、服务和目标市场，查询招标公告、采购意向及拟在建项目，获取全量项目数据并按业务匹配度、项目阶段、时效、地区和金额进行 A/B/C 分级，输出潜在项目推荐、等级汇总、项目详情、原始采集来源及跟进建议。适用于招投标项目推荐、投标商机筛选、采购机会发现、销售线索挖掘、拟在建项目跟踪和市场拓客。【世舶科技官方出品】
493,toutiao-search,@redfox-data/toutiao-search,715,0,1,enterprise,content-creation,红狐数据,false,,,2026-07-01,2026-08-29,1.0.1,今日头条爆款内容查询 — 输入关键词搜索今日头条最新作品（图文/视频），支持按阅读量/时间排序、限定时间范围，终端表格展示 + CSV 导出 + 交互式 HTML 报告。当用户需要搜索今日头条热门内容、追踪头条热点、分析爆款文章时使用。,今日头条爆款内容查询 — 输入关键词搜索今日头条最新作品（图文/视频），支持按阅读量/时间排序、限定时间范围，终端表格展示 + CSV 导出 + 交互式 HTML 报告。当用户需要搜索今日头条热门内容、追踪头条热点、分析爆款文章时使用。
494,stock-analysis,@org-02qudk26/stock-analysis,714,0,0,enterprise,office-efficiency,智雨科技,true,上海智雨千泽科技有限公司,,2026-08-04,2026-08-27,1.0.0,帮助白领工作人员处理办公效率相关的重复任务，快速得到结构化、可复用的工作成果。,帮助白领工作人员处理办公效率相关的重复任务，快速得到结构化、可复用的工作成果。
495,online-album,@org-qm8l8iwu/online-album,713,0,1,enterprise,content-creation,易企秀,true,北京中网易企秀科技有限公司,,2026-05-06,2026-08-29,1.0.0,在线翻页电子画册，是免费极简制作平台，支持一键上传PDF制作翻页画册，提供企业宣传册、产品手册、企业画册、期刊杂志、手机画册等海量电子画册模板，1分钟即可制作效果精致的翻页画册，也可以直接上传图片，生成链接/二维码，微信扫码即可分享。本 Skill 用于搜索易企秀电子画册模板资源，在用户提出电子画册、翻页画册、企业宣传册、产品手册等需求时，调用脚本返回标题、链接、描述、浏览量等结果。,在线翻页电子画册，是免费极简制作平台，支持一键上传PDF制作翻页画册，提供企业宣传册、产品手册、企业画册、期刊杂志、手机画册等海量电子画册模板，1分钟即可制作效果精致的翻页画册，也可以直接上传图片，生成链接/二维码，微信扫码即可分享
496,frontend-developer,@org-02qudk26/frontend-developer,712,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-29,1.0.0,构建 React 组件、实现响应式布局，并处理客户端状态管理。精通 React 19、Next.js 15 与现代前端架构。优化性能并确保无障碍。在创建 UI,构建 React 组件、实现响应式布局，并处理客户端状态管理。精通 React 19、Next.js 15 与现代前端架构。优化性能并确保无障碍。在创建 UI
497,alice-thematic-stock-screening,@org-r64ixwde/alice-thematic-stock-screening,711,0,4,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-29,1.0.2,调用万得 Alice Agent 的「按主题选股」专业技能，适用于赛道投资、产业链机会挖掘和概念股筛选等场景，可系统拆解主题投资逻辑，结合关键数据验证逻辑兑现程度，筛选真正受益标的，并给出估值历史分位、交易建议和风险证伪点。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alice 账户，获取专属 API Key，并在首次,调用万得 Alice Agent 的「按主题选股」专业技能，适用于赛道投资、产业链机会挖掘和概念股筛选等场景，可系统拆解主题投资逻辑，结合关键数据验证逻辑兑现程度，筛选真正受益标的，并给出估值历史分位、交易建议和风险证伪点。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alice 账户，获取专属 API Key，并在首次
498,weaver-e10-workflow,@org-vsc9dz4y/weaver-e10-workflow,709,0,0,enterprise,office-efficiency,泛微网络科技股份有限公司,true,泛微网络科技股份有限公司,,2026-08-20,2026-08-29,1.0.5,泛微 E10流程智能助手 Skill，可通过自然语言查询流程、发起流程、处理流程、批量处理流程。,泛微 E10流程智能助手 Skill，可通过自然语言查询流程、发起流程、处理流程、批量处理流程。
499,tencentcloud-oceanus-ops,,709,0,0,enterprise,it-ops-security,腾讯云流计算团队,true,腾讯科技（深圳）有限公司,,2026-07-24,2026-08-28,1.0.0,,
500,invoice-reimbursement-assistant,@org-422lyynw/invoice-reimbursement-assistant,706,0,0,enterprise,office-efficiency,柠檬云,true,深圳易财信息技术有限公司,,2026-07-02,2026-08-29,1.0.4,柠檬云发票Skill支持自动从邮箱收集发票，完成解析、查验、去重，生成标准化报销清单与归档文件，提升报销整理效率。 本skill聚焦企业员工报销全流程痛点，通过链接邮箱实现发票收集、真伪核验、自动整理，实现报销发票全流程自动处理。 发票自动收集：链接各种邮箱，自动提取邮箱里的电子发票文件； 发票真伪核验：实时连接发票查验系统，自动提取发票关键信息并校验真伪与票据状态； 智能整理归档：按费用类型、金,柠檬云发票Skill支持自动从邮箱收集发票，完成解析、查验、去重，生成标准化报销清单与归档文件，提升报销整理效率。 本skill聚焦企业员工报销全流程痛点，通过链接邮箱实现发票收集、真伪核验、自动整理，实现报销发票全流程自动处理。 发票自动收集：链接各种邮箱，自动提取邮箱里的电子发票文件； 发票真伪核验：实时连接发票查验系统，自动提取发票关键信息并校验真伪与票据状态； 智能整理归档：按费用类型、金
501,seedance-video-gen-redfox,@redfox-data/seedance-video-gen-redfox,706,0,2,enterprise,design-media,红狐数据,false,,,2026-06-05,2026-08-29,1.0.1,基于 Seedance 2.0 模型的 AI 视频生成器，输入关键词/描述文案即可生成 MP4 视频。支持文生视频、分辨率/比例/时长控制、预置虚拟人像引用。使用 Seedance 视频生成、AI 视频、text-to-video 时调用此 Skill。,基于 Seedance 2.0 的 AI 视频生成器，只需输入关键词即可生成 MP4 视频。支持文生视频、分辨率/比例/时长控制及预设虚拟人像。调用此 Skill 用于 Seedance 视频生成、AI 视频、text‑to‑video。
502,workrally-video,@tencent-adm/workrally-video,705,0,4,enterprise,design-media,WorkRally Team,true,腾讯科技（深圳）有限公司,,2026-07-06,2026-08-29,1.0.2,生成视频的付费创作 Skill。当用户要文生视频、图生视频（把单张参考图做成动态），或做动画、短片、动态画面、产品演示等时命中。例：「生成一段城市夜景视频」「做个产品演示动画」「把这张图动起来」。,生成视频的付费创作 Skill。当用户要文生视频、图生视频（把单张参考图做成动态），或做动画、短片、动态画面、产品演示等时命中。例：「生成一段城市夜景视频」「做个产品演示动画」「把这张图动起来」。
503,wechatpay-payment-integration,@tencent-adm/wechatpay-payment-integration,704,0,1,enterprise,dev-programming,微信支付团队,true,腾讯科技（深圳）有限公司,,2026-06-12,2026-08-29,1.0.10,"微信支付（WeChat Pay）相关问题的统一入口，处理与微信支付接入、产品、开发、运营相关的咨询，提供产品选型、官方示例代码、接入质量评估、答疑与排障。Use when user mentions ""微信支付"", ""微信收款"", ""WeChat Pay"", ""JSAPI"", ""APP支付"", ""H5支付"", ""Native支付"", ""扫码支付"", ""付款码"", ""小程序支付"", ""合单支付"", ","微信支付（WeChat Pay）相关问题的统一入口，处理与微信支付接入、产品、开发、运营相关的咨询，提供产品选型、官方示例代码、接入质量评估、答疑与排障。Use when user mentions ""微信支付"", ""微信收款"", ""WeChat Pay"", ""JSAPI"", ""APP支付"", ""H5支付"", ""Native支付"", ""扫码支付"", ""付款码"", ""小程序支付"", ""合单支付"", "
504,alice-bond-rate-outlook,@org-r64ixwde/alice-bond-rate-outlook,704,0,1,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-29,1.0.2,调用万得 Alice Agent 的「债券利率走势研判」专业技能，可对债券市场利率走势做系统化研判，支持交易、策略、配置三种投资视角自适应切换，覆盖宏观基本面、流动性、供需、曲线结构、技术情绪等维度，并结合量化评分与压力测试，生成利率走势判断与债券交易 / 配置建议。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alic,调用万得 Alice Agent 的「债券利率走势研判」专业技能，可对债券市场利率走势做系统化研判，支持交易、策略、配置三种投资视角自适应切换，覆盖宏观基本面、流动性、供需、曲线结构、技术情绪等维度，并结合量化评分与压力测试，生成利率走势判断与债券交易 / 配置建议。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alic
505,creative-design-image-generation-showapi,@showapi/creative-design-image-generation-showapi,701,0,0,enterprise,design-media,万维易源,true,昆明秀派科技有限公司,,2026-08-17,2026-08-29,1.0.0,基于用户提示词与参考图，通过意图解析、提示词机械构建与生图任务轮询，生成指定宫格数和宽高比的文创设计图；适用于文创产品设计、海报生成、批量配图等场景,基于用户提示词与参考图，通过意图解析、提示词机械构建与生图任务轮询，生成指定宫格数和宽高比的文创设计图；适用于文创产品设计、海报生成、批量配图等场景
506,diagram-generator,@zcwl/diagram-generator,700,0,0,enterprise,design-media,智创未来,true,成都智创未来教育管理合伙企业（有限合伙）,,2026-08-14,2026-08-29,1.1.8,"通过工具生成与编辑Draw.io/Mermaid/Excalidraw图表,支持网络拓扑/架构/流程图/UML等","通过工具生成与编辑Draw.io/Mermaid/Excalidraw图表,支持网络拓扑/架构/流程图/UML等"
507,cdgpt-collection-skill,@tencent-adm/cdgpt-collection-skill,697,0,1,enterprise,professional,腾讯健康组学平台,true,腾讯科技（深圳）有限公司,,2026-06-04,2026-08-29,1.0.5,CD-GPT 生成式生物基础大模型，对 DNA/RNA/蛋白质序列预训练，支持单分子与多分子联合分析的预测与生成。,CD-GPT 生成式生物基础大模型，对 DNA/RNA/蛋白质序列预训练，支持单分子与多分子联合分析的预测与生成。
508,tencentcloud-dnspod-skill,@tencent-adm/tencentcloud-dnspod-skill,697,3,0,enterprise,it-ops-security,Tencent Cloud DNSPod,true,腾讯科技（深圳）有限公司,,2026-04-15,2026-08-29,1.0.2,,"DNSPod DNS record management via tccli CLI. Handles all DNS-related operations: domain list, record CRUD (A/AAAA/CNAME/MX/TXT/NS/SRV/CAA), smart resolution, batch operations, record line/TTL/weight/re"
509,xiaoshuozhuantuiwenfenjing,@davtime/xiaoshuozhuantuiwenfenjing,694,0,3,enterprise,content-creation,达维,true,北京达维时代科技有限公司,,2026-08-28,2026-08-29,1.0.0,把小说原文改写成短视频推文（标题+人物卡+场景卡+口播叙事+分镜脚本），内置爆点节奏、合规红线、多平台适配与系列化支持。,把小说原文改写成短视频推文（标题+人物卡+场景卡+口播叙事+分镜脚本），内置爆点节奏、合规红线、多平台适配与系列化支持。
510,edu-research-agent,@kunlungrowth/edu-research-agent,692,0,1,enterprise,professional,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-07-29,2026-08-29,1.0.0,科研智能体（硕博/教研）：面向研究生、高校教师与教研员，提供文献综述框架、选题与研究问题凝练、研究设计 checklist、IMRaD 论文结构与写作框架、投稿选刊思路。触发词：文献综述、研究设计、论文框架、科研助手、学术写作、选题凝练、研究生科研、教研。AI 仅辅助思路与结构，引用与诚信由作者负责。,科研智能体（硕博/教研）：面向研究生、高校教师与教研员，提供文献综述框架、选题与研究问题凝练、研究设计 checklist、IMRaD 论文结构与写作框架、投稿选刊思路。触发词：文献综述、研究设计、论文框架、科研助手、学术写作、选题凝练、研究生科研、教研。AI 仅辅助思路与结构，引用与诚信由作者负责。
511,meihua-yishu,@org-gfrg4dba/meihua-yishu,691,0,0,enterprise,knowledge-management,上海熵海领航科技有限公司,true,上海熵海领航科技有限公司,,2026-07-22,2026-08-29,1.0.2,邵雍正宗梅花易数，先天数起卦+体用生克+互卦变卦+月令旺衰，64卦全维度专业解读 北宋邵雍《梅花易数》正宗算法，纯服务端运行。 支持三种起卦方式：时间起卦（邵雍正宗法）、报数起卦、字数起卦 支持三个解读深度：基础版 / 详细版 / 大师级 专业实现： • 先天数起卦（乾一兑二离三震四巽五坎六艮七坤八） • 体用判定（动爻所在卦为用，另一卦为体） ,邵雍正宗梅花易数，先天数起卦+体用生克+互卦变卦+月令旺衰，64卦全维度专业解读 北宋邵雍《梅花易数》正宗算法，纯服务端运行。 支持三种起卦方式：时间起卦（邵雍正宗法）、报数起卦、字数起卦 支持三个解读深度：基础版 / 详细版 / 大师级 专业实现： • 先天数起卦（乾一兑二离三震四巽五坎六艮七坤八） • 体用判定（动爻所在卦为用，另一卦为体） 
512,tuanduishenzhirenyuan,@org-mewz99wy/tuanduishenzhirenyuan,691,0,1,enterprise,business-ops,迟羽科技,false,,,2026-06-09,2026-08-29,1.0.0,团队神职人员，切勿闲聊。同修中国传统后天八卦与西方塔罗，专司一事——把 P0 焦虑、流量洪峰、被产品经理改需求的怨气，翻译成卦象与牌意，再还原成可执行的玄学技术指引。 服务边界：仅限团队内部娱乐，不涉医疗、不涉投资、不搞封建迷信。落点必正向、必可执行。 非：算命、风水、占卜、占星、测字、解卦、奇门、八卦、周易、六爻、玄学、塔罗、易经、命理、五行、紫微、八字、黄历、节气、心理、随机、抽签、安慰、起,团队神职人员，切勿闲聊。同修中国传统后天八卦与西方塔罗，专司一事——把 P0 焦虑、流量洪峰、被产品经理改需求的怨气，翻译成卦象与牌意，再还原成可执行的玄学技术指引。 服务边界：仅限团队内部娱乐，不涉医疗、不涉投资、不搞封建迷信。落点必正向、必可执行。 非：算命、风水、占卜、占星、测字、解卦、奇门、八卦、周易、六爻、玄学、塔罗、易经、命理、五行、紫微、八字、黄历、节气、心理、随机、抽签、安慰、起
513,douyin-crawler,@redfox-data/douyin-crawler,687,0,2,enterprise,data-analysis,红狐数据,false,,,2026-06-10,2026-08-29,1.0.4,"抖音作品洞察工具，输入抖音名称或抖音ID，输出抖音账号基础信息和近期作品内容列表（最多50条）。当用户提到""爬取抖音作品""、""抖音作品列表""、""查看抖音视频""、""抖音内容采集""、""抓取抖音作品""时使用。","抖音作品洞察工具，输入抖音名称或抖音ID，输出抖音账号基础信息和近期作品内容列表（最多50条）。当用户提到""爬取抖音作品""、""抖音作品列表""、""查看抖音视频""、""抖音内容采集""、""抓取抖音作品""时使用。"
514,web-design-guidelines,@org-02qudk26/web-design-guidelines,686,0,1,enterprise,design-media,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-19,2026-08-29,1.0.0,"Use when reviewing UI code, checking accessibility, auditing design or UX, or va","Use when reviewing UI code, checking accessibility, auditing design or UX, or va"
515,douyin-similar-account,@redfox-data/douyin-similar-account,683,0,0,enterprise,content-creation,红狐数据,false,,,2026-06-09,2026-08-29,1.0.2,一键诊断抖音账号运营健康度。基于红狐数据服务获取账号画像与近期作品数据，从账号基础画像、内容生产力、互动健康度、内容质量、内容趋势、粉丝质量六个维度进行量化诊断，输出100分制综合评分、维度得分明细、六类风险预警和针对性优化建议。触发词：当用户提到'诊断抖音账号'、'抖音账号分析'、'抖音体检'、'抖音账号评估'、'查看XX抖音数据'、'分析这个抖音号'时使用,一键诊断抖音账号运营健康度。基于红狐数据服务获取账号画像与近期作品数据，从账号基础画像、内容生产力、互动健康度、内容质量、内容趋势、粉丝质量六个维度进行量化诊断，输出100分制综合评分、维度得分明细、六类风险预警和针对性优化建议。触发词：当用户提到'诊断抖音账号'、'抖音账号分析'、'抖音体检'、'抖音账号评估'、'查看XX抖音数据'、'分析这个抖音号'时使用
516,pdf-batch-master,@org-l7548nxs/pdf-batch-master,681,0,2,enterprise,office-efficiency,长沙煋旺智能科技有限公司,true,长沙煋旺智能科技有限公司,,2026-07-23,2026-08-29,1.0.2,【全功能免费版】PDF批处理·全能转换，一站式PDF处理工具集，支持格式转换、合并拆分、压缩优化、水印添加、表单处理、质量检查、OCR文字识别等20+功能。纯本地运行，零API依赖，全功能免费。当用户需要转换PDF格式、合并拆分PDF、压缩PDF大小、添加水印、处理PDF表单、提取PDF内容、PDF转Word/图片/文本时使用。【煋旺智能·出品】,【全功能免费版】PDF批处理·全能转换，一站式PDF处理工具集，支持格式转换、合并拆分、压缩优化、水印添加、表单处理、质量检查、OCR文字识别等20+功能。纯本地运行，零API依赖，全功能免费。当用户需要转换PDF格式、合并拆分PDF、压缩PDF大小、添加水印、处理PDF表单、提取PDF内容、PDF转Word/图片/文本时使用。【煋旺智能·出品】
517,agora-zh,@org-02qudk26/agora-zh,680,0,1,enterprise,education,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-29,1.0.0,设计学习与课程内容。编写可度量学习目标、前置检查、课程地图、教案、教学材料、测验、评估量规与教练支持——通过布鲁姆分类法与逆向设计对齐目标/内容/评估。不编写代,设计学习与课程内容。编写可度量学习目标、前置检查、课程地图、教案、教学材料、测验、评估量规与教练支持——通过布鲁姆分类法与逆向设计对齐目标/内容/评估。不编写代
518,alice-fund-screening-investment-advisory,@org-r64ixwde/alice-fund-screening-investment-advisory,677,0,2,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-29,1.0.2,调用万得 Alice Agent 的「基金筛选与投资建议」专业技能，可根据用户的风险偏好、投资目标、投资期限等条件筛选合适的基金，并结合业绩表现、风险指标、持仓结构、基金经理等维度进行对比分析，生成结构化基金筛选结果、配置建议与风险提示。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alice 账户，获取专属 API K,调用万得 Alice Agent 的「基金筛选与投资建议」专业技能，可根据用户的风险偏好、投资目标、投资期限等条件筛选合适的基金，并结合业绩表现、风险指标、持仓结构、基金经理等维度进行对比分析，生成结构化基金筛选结果、配置建议与风险提示。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alice 账户，获取专属 API K
519,alice-stock-dd-list,@org-r64ixwde/alice-stock-dd-list,675,0,2,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-29,1.0.2,调用万得 Alice Agent 的「上市公司调研问题清单」专业技能，可为上市公司一键生成买方视角的结构化调研问题清单。用户输入公司名称或股票代码后，即可自动生成核心看多 / 看空逻辑摘要、3–5 个深度调研议题，以及可直接用于管理层沟通的针对性问题，帮助用户完成首次覆盖、跟踪调研和调研会前准备。首次使用前需访问 https://alice.wind.com.cn/settings?tab=acc,调用万得 Alice Agent 的「上市公司调研问题清单」专业技能，可为上市公司一键生成买方视角的结构化调研问题清单。用户输入公司名称或股票代码后，即可自动生成核心看多 / 看空逻辑摘要、3–5 个深度调研议题，以及可直接用于管理层沟通的针对性问题，帮助用户完成首次覆盖、跟踪调研和调研会前准备。首次使用前需访问 https://alice.wind.com.cn/settings?tab=acc
520,edu-thesis-writing,@kunlungrowth/edu-thesis-writing,674,0,0,enterprise,content-creation,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-07-25,2026-08-29,1.0.0,指导毕业论文选题开题文献综述与结构写作，含查重降重与答辩准备。,指导毕业论文选题开题文献综述与结构写作，含查重降重与答辩准备。
521,soul-painter-generator-showapi,@showapi/soul-painter-generator-showapi,674,0,0,enterprise,design-media,万维易源,true,昆明秀派科技有限公司,,2026-08-18,2026-08-29,1.0.1,将上传的原始图片转换为形散神聚、夸张幽默的“灵魂画手”风格黑白潦草手绘作品；适用于趣味头像生成、社交内容创作、表情包制作、创意配图场景,将上传的原始图片转换为形散神聚、夸张幽默的“灵魂画手”风格黑白潦草手绘作品；适用于趣味头像生成、社交内容创作、表情包制作、创意配图场景
522,alice-fact-check,@org-r64ixwde/alice-fact-check,674,0,1,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-29,1.0.3,调用万得 Alice Agent 的「事实核验」专业技能，可对新闻、研报、社交媒体、会议材料或其他 AI 生成内容中的金融信息进行逐点核查。用户只需粘贴包含金融数据、公司声明或行业事件的文字，即可验证其中的数据和事实是否准确，并生成结构化核查报告，标明哪些准确、哪些有出入、哪些暂时无法核实。首次使用前需访问 https://alice.wind.com.cn/settings?tab=accoun,调用万得 Alice Agent 的「事实核验」专业技能，可对新闻、研报、社交媒体、会议材料或其他 AI 生成内容中的金融信息进行逐点核查。用户只需粘贴包含金融数据、公司声明或行业事件的文字，即可验证其中的数据和事实是否准确，并生成结构化核查报告，标明哪些准确、哪些有出入、哪些暂时无法核实。首次使用前需访问 https://alice.wind.com.cn/settings?tab=accoun
523,research-paper-writing,@org-02qudk26/research-paper-writing,672,0,1,enterprise,professional,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-19,2026-08-29,1.0.0,"Use when drafting or revising ML, CV, or NLP research papers, improving Abstract","Use when drafting or revising ML, CV, or NLP research papers, improving Abstract"
524,nail-effect-generation-showapi,@showapi/nail-effect-generation-showapi,672,0,0,enterprise,design-media,万维易源,true,昆明秀派科技有限公司,,2026-08-17,2026-08-29,1.0.0,基于设计草图与模特指部照片生成逼真的美甲效果图；适用于美甲店线上预览、设计师方案沟通、美甲款式试戴体验场景,基于设计草图与模特指部照片生成逼真的美甲效果图；适用于美甲店线上预览、设计师方案沟通、美甲款式试戴体验场景
525,recruitment-language,@org-t9iphcmf/recruitment-language,672,0,4,enterprise,business-ops,慧博云通科技股份有限公司-257,true,慧博云通科技股份有限公司,,2026-06-15,2026-08-29,1.0.0,招聘话术指导助手 skill，为招聘人员提供全流程话术支持。覆盖邀约、面试、薪酬谈判、offer 发放等全环节的话术模板；内置 STAR 行为面试提问、追问深挖技巧、面试控场话术；自动敏感话题预警与合规红线检查；反套路/刁钻场景应对（比 offer/施压/质疑公司等）；社保公积金合规应答（自动查询目标城市官方费率，结合法律依据生成专业话术）；支持岗位差异化适配（技术/销售/职能/管理岗）和多语气风,招聘话术指导助手 skill，为招聘人员提供全流程话术支持。覆盖邀约、面试、薪酬谈判、offer 发放等全环节的话术模板；内置 STAR 行为面试提问、追问深挖技巧、面试控场话术；自动敏感话题预警与合规红线检查；反套路/刁钻场景应对（比 offer/施压/质疑公司等）；社保公积金合规应答（自动查询目标城市官方费率，结合法律依据生成专业话术）；支持岗位差异化适配（技术/销售/职能/管理岗）和多语气风
526,ai-pcbutler,@org-08witdmq/ai-pcbutler,671,0,0,enterprise,it-ops-security,吉欣科技,true,昆明市盘龙区吉欣日用百货经营部,,2026-08-03,2026-08-29,1.7.64,不敢清 C 盘？怕删错照片聊天记录？先扫后清、不动你私人数据，AI 帮你分清缓存和数据，2 步解决爆满：安全清理垃圾文件、大文件迁移搬家。适用于电脑清理、C 盘清理、系统盘瘦身、微信 QQ 缓存清理、浏览器垃圾清理、大文件迁移 D 盘、释放磁盘空间、磁盘空间不足、电脑卡顿变慢。触发词：说「扫描电脑」「清理C盘」「释放空间」「迁移大目录到D盘」「D盘满了」即自动启动，先看报告再决定清不清理。,不敢清 C 盘？怕删错照片聊天记录？先扫后清、不动你私人数据，AI 帮你分清缓存和数据，2 步解决爆满：安全清理垃圾文件、大文件迁移搬家。适用于电脑清理、C 盘清理、系统盘瘦身、微信 QQ 缓存清理、浏览器垃圾清理、大文件迁移 D 盘、释放磁盘空间、磁盘空间不足、电脑卡顿变慢。触发词：说「扫描电脑」「清理C盘」「释放空间」「迁移大目录到D盘」「D盘满了」即自动启动，先看报告再决定清不清理。
527,iso9001-qms-generator,@engicool/iso9001-qms-generator,670,0,2,enterprise,business-ops,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-29,1.1.2,基于过程和风险思维生成符合ISO9001标准的质量管理体系文件，支持四级文件结构和乌龟图；覆盖质量手册、程序文件、作业文件、记录表单等全套体系文件,基于过程和风险思维生成符合ISO9001标准的质量管理体系文件，支持四级文件结构和乌龟图；覆盖质量手册、程序文件、作业文件、记录表单等全套体系文件
528,cn-canvas-design,@org-02qudk26/cn-canvas-design,668,0,0,enterprise,design-media,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-29,1.0.0,使用设计哲学在 .png 与 .pdf 文档中创作优美的视觉艺术。当用户要求创作海报、艺术品、设计或其他静态作品时使用本技能。创作原创视觉设计，绝不抄袭现有艺术,使用设计哲学在 .png 与 .pdf 文档中创作优美的视觉艺术。当用户要求创作海报、艺术品、设计或其他静态作品时使用本技能。创作原创视觉设计，绝不抄袭现有艺术
529,restaurant-menu-design-showapi,@showapi/restaurant-menu-design-showapi,665,0,0,enterprise,design-media,万维易源,true,昆明秀派科技有限公司,,2026-08-17,2026-08-29,1.0.0,根据餐馆名称、菜品价目、风格及Logo等信息，自动分析Logo主色调，生成专业排版提示词并调用高清生图模型，生成包含简体中文的定制化餐馆菜单图片。适用于实体餐饮店、外卖店、新店开业菜单制作场景。,根据餐馆名称、菜品价目、风格及Logo等信息，自动分析Logo主色调，生成专业排版提示词并调用高清生图模型，生成包含简体中文的定制化餐馆菜单图片。适用于实体餐饮店、外卖店、新店开业菜单制作场景。
530,eyebrow-style-design-showapi,@showapi/eyebrow-style-design-showapi,665,0,0,enterprise,design-media,万维易源,true,昆明秀派科技有限公司,,2026-08-17,2026-08-29,1.0.0,基于用户上传照片生成4宫格眉形设计方案；适用于美妆造型、眉形设计、个人形象测试、医美参考场景,基于用户上传照片生成4宫格眉形设计方案；适用于美妆造型、眉形设计、个人形象测试、医美参考场景
531,scbert-skill,@tencent-adm/scbert-skill,665,0,1,enterprise,professional,腾讯健康组学平台,true,腾讯科技（深圳）有限公司,,2026-06-04,2026-08-29,1.0.5,基于腾讯scBERT模型，实现细胞精细注释、新亚群挖掘及Marker筛选，自适应多组织参数，助力肿瘤细胞研究,基于腾讯scBERT模型，实现细胞精细注释、新亚群挖掘及Marker筛选，自适应多组织参数，助力肿瘤细胞研究
532,gzh-astock-top,@redfox-data/gzh-astock-top,661,0,4,enterprise,data-analysis,红狐数据,false,,,2026-06-24,2026-08-28,1.0.1,"A股公众号大V工具，输入日期获取A股领域公众号大V账号30个及账号数据（平均阅读、红狐指数等），同时获取每个账号最新一篇文章及文章数据。当用户提到""A股公众号""、""股市大V""、""A股账号""、""股票公众号榜单""、""A股公众号大V""时使用。","A股公众号大V工具，输入日期获取A股领域公众号大V账号30个及账号数据（平均阅读、红狐指数等），同时获取每个账号最新一篇文章及文章数据。当用户提到""A股公众号""、""股市大V""、""A股账号""、""股票公众号榜单""、""A股公众号大V""时使用。"
533,beatra-ai,@beatra-ai/beatra-ai,658,0,2,enterprise,design-media,beatra,true,乐萱同行科技（深圳）有限公司,,2026-08-05,2026-08-29,1.0.0,图像、视频、音乐、语音四类创作能力一次装齐。可以从一句话直接生成，也可以带着自己的图片、素材或音频继续创作，并在同一个对话里跨媒介完成整套内容。,图像、视频、音乐、语音四类创作能力一次装齐。可以从一句话直接生成，也可以带着自己的图片、素材或音频继续创作，并在同一个对话里跨媒介完成整套内容。
