rank,slug,canonical_name,downloads,installs,stars,source,category,publisher,publisher_verified,certified_name,upstream_url,created_at,updated_at,version,description,description_zh
409,tiandao-job-hunter,@tiandaox/tiandao-job-hunter,501,0,4,enterprise,life-service,天道,false,,,2026-06-16,2026-08-19,1.0.0,智能求职助手。适用于用户需要找工作、看机会、了解市场行情、对比职位等场景。通过 BOSS直聘、拉勾招聘、汇博招聘、智联招聘等主流平台，为用户搜索和推荐最匹配的岗位。触发词包括：找工作、求职、招聘、岗位推荐、看机会、投简历、跳槽、面试机会、招聘市场等。,智能求职助手。适用于用户需要找工作、看机会、了解市场行情、对比职位等场景。通过 BOSS直聘、拉勾招聘、汇博招聘、智联招聘等主流平台，为用户搜索和推荐最匹配的岗位。触发词包括：找工作、求职、招聘、岗位推荐、看机会、投简历、跳槽、面试机会、招聘市场等。
410,khazix-write,@org-pyzzftrt/khazix-write,500,0,1,enterprise,content-creation,逍遥府Joyoful,true,北京逍遥府智能科技有限公司,,2026-07-24,2026-08-19,1.0.0,"数字生命卡兹克（Khazix）的公众号长文写作skill。包含完整的写作风格规则、四层自检体系、内容方法论和风格示例库。 当用户需要撰写公众号文章、写稿子、续写文章、根据素材产出长文时使用。适用于用户丢过来素材说""帮我写篇文章""的场景。","数字生命卡兹克（Khazix）的公众号长文写作skill。包含完整的写作风格规则、四层自检体系、内容方法论和风格示例库。 当用户需要撰写公众号文章、写稿子、续写文章、根据素材产出长文时使用。适用于用户丢过来素材说""帮我写篇文章""的场景。"
411,marketing-strategy-domain,@efficient-technology/marketing-strategy-domain,500,0,3,enterprise,business-ops,效享网络,true,四川效享网络科技有限公司,,2026-06-06,2026-08-19,1.0.1,品牌营销战略决策知识参考库（领域负载物）。覆盖环境诊断、竞争策略、品牌定位、营销组合、增长引擎、消费者洞察、效果度量、执行管理、销售变现九大域，含45种任务类型与50+经典分析模型。触发词：品牌营销、市场分析、营销策略、增长黑客、品牌定位、SWOT、五力分析、4P、AARRR。,品牌营销战略决策知识参考库（领域负载物）。覆盖环境诊断、竞争策略、品牌定位、营销组合、增长引擎、消费者洞察、效果度量、执行管理、销售变现九大域，含45种任务类型与50+经典分析模型。触发词：品牌营销、市场分析、营销策略、增长黑客、品牌定位、SWOT、五力分析、4P、AARRR。
412,agora-zh,@org-02qudk26/agora-zh,500,0,0,enterprise,education,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-19,1.0.0,设计学习与课程内容。编写可度量学习目标、前置检查、课程地图、教案、教学材料、测验、评估量规与教练支持——通过布鲁姆分类法与逆向设计对齐目标/内容/评估。不编写代,设计学习与课程内容。编写可度量学习目标、前置检查、课程地图、教案、教学材料、测验、评估量规与教练支持——通过布鲁姆分类法与逆向设计对齐目标/内容/评估。不编写代
413,research-paper-writing,@org-02qudk26/research-paper-writing,499,0,1,enterprise,professional,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-19,2026-08-19,1.0.0,"Use when drafting or revising ML, CV, or NLP research papers, improving Abstract","Use when drafting or revising ML, CV, or NLP research papers, improving Abstract"
414,web-design-guidelines,@org-02qudk26/web-design-guidelines,499,0,0,enterprise,design-media,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-19,2026-08-19,1.0.0,"Use when reviewing UI code, checking accessibility, auditing design or UX, or va","Use when reviewing UI code, checking accessibility, auditing design or UX, or va"
415,academic-article-search,@baitongai/academic-article-search,494,0,1,enterprise,professional,百通AI服务平台,true,北京赛柏蓝科技有限公司,,2026-07-14,2026-08-19,1.0.0,增强型中英文学术论文搜索、引用与OA PDF全文获取工具。默认输出为带可点击链接的格式化HTML页面，同时生成xlsx电子表格便于整理归档。触发词：搜论文、查文献、知网、CNKI、找中文文献、学术搜索、生成引用、导出引用、下载论文、找OA论文、文献引用，或其他论文搜索/导出相关请求。多源回退策略：Semantic Scholar → OpenAlex → Crossref → 百度学术。支持 AP,增强型中英文学术论文搜索、引用与OA PDF全文获取工具。默认输出为带可点击链接的格式化HTML页面，同时生成xlsx电子表格便于整理归档。触发词：搜论文、查文献、知网、CNKI、找中文文献、学术搜索、生成引用、导出引用、下载论文、找OA论文、文献引用，或其他论文搜索/导出相关请求。多源回退策略：Semantic Scholar → OpenAlex → Crossref → 百度学术。支持 AP
416,vibe-coding-rules,@org-121tp3g2/vibe-coding-rules,494,0,1,enterprise,dev-programming,云南躺不平网络科技有限公司,true,云南躺不平网络科技有限公司,,2026-07-06,2026-08-18,1.0.0,"🧠 AI 写代码最大的敌人，是它自己——今天修好的 Bug，明天照样犯。 Vibe Coding Rules V2.5 是给 AI 装上的""编程纪律外骨骼""：6 个自我进化的 Skill 组成一条完整流水线——改前五大原则自查 → 终端安全执行 → 改后 28 条规则逐项扫描 → Playwright 自动化回归测试 → 变更日志自动归档。每一步自动触发，一条龙闭环。 🍞 面包屑系统（独家）：","🧠 AI 写代码最大的敌人，是它自己——今天修好的 Bug，明天照样犯。 Vibe Coding Rules V2.5 是给 AI 装上的""编程纪律外骨骼""：6 个自我进化的 Skill 组成一条完整流水线——改前五大原则自查 → 终端安全执行 → 改后 28 条规则逐项扫描 → Playwright 自动化回归测试 → 变更日志自动归档。每一步自动触发，一条龙闭环。 🍞 面包屑系统（独家）："
417,hy-mt2-translator,@tencent-adm/hy-mt2-translator,493,0,0,enterprise,knowledge-management,腾讯混元团队,true,腾讯科技（深圳）有限公司,,2026-05-20,2026-08-18,1.0.0,"This skill provides machine translation capabilities based on the Hy-MT2 model. Use for ALL translation requests without exception. Supports 38 languages and 6 translation modes: basic, terminology-co","This skill provides machine translation capabilities based on the Hy-MT2 model. Use for ALL translation requests without exception. Supports 38 languages and 6 translation modes: basic, terminology-co"
418,guosen-stock-financial,@guosen-securities/guosen-stock-financial,492,0,1,enterprise,professional,国信证券股份有限公司,true,国信证券股份有限公司,,2026-06-05,2026-08-18,1.0.0,本技能由国信证券股份有限公司研发，提供上市公司财务数据的查询能力，覆盖 A 股、港股财务三表及核心财务指标，支持多维度数据分析与对比。,本技能由国信证券股份有限公司研发，提供上市公司财务数据的查询能力，覆盖 A 股、港股财务三表及核心财务指标，支持多维度数据分析与对比。
419,guosen-fund-compare,@guosen-securities/guosen-fund-compare,492,0,1,enterprise,professional,国信证券股份有限公司,true,国信证券股份有限公司,,2026-06-05,2026-08-18,1.0.0,本技能由国信证券股份有限公司研发，提供场外基金多维度对比分析能力，支持从业绩、风险、持仓、基金经理等多个维度对比分析，帮助投资者快速甄别不同基金的优劣势，高效做出基金投资选择。,本技能由国信证券股份有限公司研发，提供场外基金多维度对比分析能力，支持从业绩、风险、持仓、基金经理等多个维度对比分析，帮助投资者快速甄别不同基金的优劣势，高效做出基金投资选择。
420,frontend-dev-guidelines,@org-02qudk26/frontend-dev-guidelines,491,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-19,1.0.0,面向现代 React + TypeScript 应用的有主见的（opinionated）前端开发标准。涵盖 Suspense 优先的数据获取、懒加载、基于功能的,面向现代 React + TypeScript 应用的有主见的（opinionated）前端开发标准。涵盖 Suspense 优先的数据获取、懒加载、基于功能的
421,coros,@coros/coros,491,0,0,enterprise,ai-agent,COROS,true,广东高驰运动科技有限公司,,2026-05-27,2026-08-18,1.0.1,"Install or refresh the COROS MCP connection inside OpenClaw through the global mcp.coros.com gateway, automatically pinning the connection to the CN, EU, or US cluster selected by the gateway.","Install or refresh the COROS MCP connection inside OpenClaw through the global mcp.coros.com gateway, automatically pinning the connection to the CN, EU, or US cluster selected by the gateway."
422,tencent-mps-video-dubbing,@tencent-adm/tencent-mps-video-dubbing,489,0,0,enterprise,design-media,腾讯视频云MPaaS团队,true,腾讯科技（深圳）有限公司,,2026-05-14,2026-08-18,1.0.6,Tencent Cloud MPS 一站式端到端视频译制专用 Skill，在单次任务中**不可拆分**地完成「提取原视频语音/字幕 → 翻译为目标语言 → 压制目标语言字幕 → AI 克隆原声配音」整条跨语言本地化流水线。**触发的硬条件（必须同时满足）：(1) 用户的输入是一段视频；(2) 明确要求变更音视频的语言（翻译 + 配音 / 翻译 + 换语言 / 做成另一语言版本）；(3) 是端到端产,Tencent Cloud MPS 一站式端到端视频译制专用 Skill，在单次任务中**不可拆分**地完成「提取原视频语音/字幕 → 翻译为目标语言 → 压制目标语言字幕 → AI 克隆原声配音」整条跨语言本地化流水线。**触发的硬条件（必须同时满足）：(1) 用户的输入是一段视频；(2) 明确要求变更音视频的语言（翻译 + 配音 / 翻译 + 换语言 / 做成另一语言版本）；(3) 是端到端产
423,douyin-data-method,@efficient-technology/douyin-data-method,488,0,0,enterprise,data-analysis,效享网络,true,四川效享网络科技有限公司,,2026-06-06,2026-08-18,1.0.1,抖音数据查询方法。核心能力：通过MaxHub API系统化查询抖音全域数据（视频、用户、搜索、热榜、星图、指数、直播）。覆盖从意图解析、端点匹配、参数构造、API调用、降级切换到数据格式化输出的全流程。7大查询域、每种查询的参数清单与1个完整实战范本。触发词：抖音数据、抖音查询、抖音分析、douyin API、抖...,抖音数据查询方法。核心能力：通过MaxHub API系统化查询抖音全域数据（视频、用户、搜索、热榜、星图、指数、直播）。覆盖从意图解析、端点匹配、参数构造、API调用、降级切换到数据格式化输出的全流程。7大查询域、每种查询的参数清单与1个完整实战范本。触发词：抖音数据、抖音查询、抖音分析、douyin API、抖...
424,short-video-ops,@org-fq6oz6ky/short-video-ops,487,0,2,enterprise,content-creation,婵梦科技,true,杭州婵梦传媒科技有限公司,,2026-07-15,2026-08-19,1.0.0,覆盖短视频账号定位、选题策划、脚本生成、剪辑SOP、评论运营、对标追踪、数据复盘、IP打造和投流获客。,覆盖短视频账号定位、选题策划、脚本生成、剪辑SOP、评论运营、对标追踪、数据复盘、IP打造和投流获客。
425,video-transcript-method,@efficient-technology/video-transcript-method,484,0,2,enterprise,data-analysis,效享网络,true,四川效享网络科技有限公司,,2026-06-06,2026-08-18,1.0.1,视频文字稿提取方法。核心能力：将任何在线视频的语音内容提取为结构化文字稿（带时间戳+元信息+要点总结）。覆盖从视频URL解析、音频提取、CC字幕检测、Whisper语音识别、元信息获取、语义分段到结构化文字稿输出的全流程。通用方法，不绑定任何特定视频平台。触发词：视频文字稿、视频转文字、字幕提取、语音转录、vid...,视频文字稿提取方法。核心能力：将任何在线视频的语音内容提取为结构化文字稿（带时间戳+元信息+要点总结）。覆盖从视频URL解析、音频提取、CC字幕检测、Whisper语音识别、元信息获取、语义分段到结构化文字稿输出的全流程。通用方法，不绑定任何特定视频平台。触发词：视频文字稿、视频转文字、字幕提取、语音转录、vid...
426,tcop,@tencent-adm/tcop,482,0,4,enterprise,it-ops-security,腾讯云可观测平台,true,腾讯科技（深圳）有限公司,,2026-06-11,2026-08-19,1.0.1,"腾讯云可观测平台tcop-api 是腾讯云可观测平台首个全场景集成的Skill，覆盖 APM、RUM、CAT、PTS、TMP、Grafana、云产品监控、告警、Dashboard、EventBridge在内的11个子产品模块、其中基础监控相关数据查询覆盖100+ 云产品。 示例：你只需用自然语言说一句""查广州 CVM ins-xxx 最近 1 小时的 CPU""，AI 自动完成：产品路由 → 指标匹","腾讯云可观测平台tcop-api 是腾讯云可观测平台首个全场景集成的Skill，覆盖 APM、RUM、CAT、PTS、TMP、Grafana、云产品监控、告警、Dashboard、EventBridge在内的11个子产品模块、其中基础监控相关数据查询覆盖100+ 云产品。 示例：你只需用自然语言说一句""查广州 CVM ins-xxx 最近 1 小时的 CPU""，AI 自动完成：产品路由 → 指标匹"
427,meihua-yishu,@org-gfrg4dba/meihua-yishu,481,0,0,enterprise,knowledge-management,上海熵海领航科技有限公司,true,上海熵海领航科技有限公司,,2026-07-22,2026-08-19,1.0.2,邵雍正宗梅花易数，先天数起卦+体用生克+互卦变卦+月令旺衰，64卦全维度专业解读 北宋邵雍《梅花易数》正宗算法，纯服务端运行。 支持三种起卦方式：时间起卦（邵雍正宗法）、报数起卦、字数起卦 支持三个解读深度：基础版 / 详细版 / 大师级 专业实现： • 先天数起卦（乾一兑二离三震四巽五坎六艮七坤八） • 体用判定（动爻所在卦为用，另一卦为体） ,邵雍正宗梅花易数，先天数起卦+体用生克+互卦变卦+月令旺衰，64卦全维度专业解读 北宋邵雍《梅花易数》正宗算法，纯服务端运行。 支持三种起卦方式：时间起卦（邵雍正宗法）、报数起卦、字数起卦 支持三个解读深度：基础版 / 详细版 / 大师级 专业实现： • 先天数起卦（乾一兑二离三震四巽五坎六艮七坤八） • 体用判定（动爻所在卦为用，另一卦为体） 
428,landingpage-store,@org-qm8l8iwu/landingpage-store,479,0,1,enterprise,design-media,易企秀,true,北京中网易企秀科技有限公司,,2026-05-06,2026-08-18,1.0.0,易企秀**长页 H5** 是专业的落地页 / Landing Page 解决方案，适合做品牌宣传落地页、广告落地页、活动推广落地页、产品介绍页等场景。本 Skill 用于搜索易企秀落地页长页 H5 模板资源，在用户提出落地页、Landing Page、品牌宣传页、活动推广页等需求时，调用脚本返回标题、链接、描述、浏览量等结果。,易企秀**长页 H5** 是专业的落地页 / Landing Page 解决方案，适合做品牌宣传落地页、广告落地页、活动推广落地页、产品介绍页等场景。本 Skill 用于搜索易企秀落地页长页 H5 模板资源，在用户提出落地页、Landing Page、品牌宣传页、活动推广页等需求时，调用脚本返回标题、链接、描述、浏览量等结果。
429,questionnaire-assistant,@org-qm8l8iwu/questionnaire-assistant,479,0,2,enterprise,business-ops,易企秀,true,北京中网易企秀科技有限公司,,2026-05-06,2026-08-18,1.0.0,易企秀覆盖在线问卷调查、信息收集、报名登记、投票评选等场景，提供丰富的表单模板与问卷设计素材。本 Skill 用于搜索易企秀表单问卷模板资源，在用户提出问卷、表单、调查、报名、投票等需求时，调用脚本返回标题、链接、描述、浏览量等结果。,问卷助手覆盖在线问卷调查、信息收集、报名登记、投票评选等场景，提供丰富的表单模板与问卷设计素材。
430,edu-oral-practice,@kunlungrowth/edu-oral-practice,478,0,0,enterprise,education,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-07-27,2026-08-19,1.2.0,AI英语口语陪练，覆盖日常口语、雅思口语、托福口语、高考口语，纠音纠语法，模拟考试。触发词：英语口语、口语练习、雅思口语、托福口语、高考口语。,AI英语口语陪练，覆盖日常口语、雅思口语、托福口语、高考口语，纠音纠语法，模拟考试。触发词：英语口语、口语练习、雅思口语、托福口语、高考口语。
431,mix-stock-analysis-king,@org-dzobs9ce/mix-stock-analysis-king,478,0,4,enterprise,professional,钱米AI课堂,true,广州钱米信息科技有限公司,,2026-06-18,2026-08-19,3.4.2,|核心能力 1. 七阶段全自动分析流水线 用户输入（股票名称/板块/问题） ↓ 阶段1：输入解析，提取股票名+板块名+分析角度 ↓ 阶段2：三轮联网搜索（基础数据→催化因素→板块概念） ↓ 阶段2.5：多数据源补充（finance-data-retrieval MCP + 智兔数服API） ↓ 阶段3：提问者输出（核心问题+关注点+思考逻辑+风险提示） ↓ ,|核心能力 1. 七阶段全自动分析流水线 用户输入（股票名称/板块/问题） ↓ 阶段1：输入解析，提取股票名+板块名+分析角度 ↓ 阶段2：三轮联网搜索（基础数据→催化因素→板块概念） ↓ 阶段2.5：多数据源补充（finance-data-retrieval MCP + 智兔数服API） ↓ 阶段3：提问者输出（核心问题+关注点+思考逻辑+风险提示） ↓ 
432,registration-assistant,@org-qm8l8iwu/registration-assistant,478,0,1,enterprise,office-efficiency,易企秀,true,北京中网易企秀科技有限公司,,2026-05-06,2026-08-18,1.0.0,报名工具是一款免费在线报名制作系统，支持活动报名、招聘登记、招生报名、体检预约、预约统计等场景，提供H5表单模板，可直接生成报名小程序。本 Skill 用于搜索易企秀报名登记模板资源，在用户提出报名、在线报名、报名登记表、预约统计等需求时，调用脚本返回标题、链接、描述、浏览量等结果。,报名工具是一款免费在线报名制作系统，支持活动报名、招聘登记、招生报名、体检预约、预约统计等场景，提供H5表单模板，可直接生成报名小程序。
433,examination-evaluation-skills,@org-qm8l8iwu/examination-evaluation-skills,478,0,1,enterprise,business-ops,易企秀,true,北京中网易企秀科技有限公司,,2026-05-06,2026-08-18,1.0.0,考试测评制作工具，海量问卷调查、投票评选、活动预约、在线考试模板任你选，满足企业快速制作考试测评、在线表单收集及数据分析的需求。更支持微信群发、红包抽奖，用易企秀表单做问卷收表单，特快。本 Skill 用于搜索易企秀考试测评模板资源，在用户提出考试、测评、问卷、投票、表单等需求时，调用脚本返回标题、链接、描述、浏览量等结果。,考试测评制作工具，海量问卷调查、投票评选、活动预约、在线考试模板任你选，满足企业快速制作考试测评、在线表单收集及数据分析的需求。更支持微信群发、红包抽奖，用易企秀表单做问卷收表单，特快。
434,edu-research-agent,@kunlungrowth/edu-research-agent,477,0,1,enterprise,professional,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-07-29,2026-08-19,1.0.0,科研智能体（硕博/教研）：面向研究生、高校教师与教研员，提供文献综述框架、选题与研究问题凝练、研究设计 checklist、IMRaD 论文结构与写作框架、投稿选刊思路。触发词：文献综述、研究设计、论文框架、科研助手、学术写作、选题凝练、研究生科研、教研。AI 仅辅助思路与结构，引用与诚信由作者负责。,科研智能体（硕博/教研）：面向研究生、高校教师与教研员，提供文献综述框架、选题与研究问题凝练、研究设计 checklist、IMRaD 论文结构与写作框架、投稿选刊思路。触发词：文献综述、研究设计、论文框架、科研助手、学术写作、选题凝练、研究生科研、教研。AI 仅辅助思路与结构，引用与诚信由作者负责。
435,zhiliao-opportunity-radar,@org-32m5yxyy/zhiliao-opportunity-radar,474,0,5,enterprise,business-ops,知了标讯,true,北京百炼智能科技有限公司,,2026-07-14,2026-08-19,1.0.5,商机雷达（知了标讯官方）——比招标更早发现机会。当用户想主动挖掘商机/销售线索/潜在客户时，必须使用此SKILL：找商机、找线索、客户开发、市场机会、渠道拓展、拟建项目（立项/审批阶段，提前6-18个月）、采购意向（发标前1-3个月）、即将招标、临期项目/续约机会（现供应商合同到期）、跟踪项目进展阶段。给一个行业/产品/地区，三路早期商机一网打尽并按价值排序。即使用户没有提到「商机」，只要涉及找项,商机雷达（知了标讯官方）——比招标更早发现机会。当用户想主动挖掘商机/销售线索/潜在客户时，必须使用此SKILL：找商机、找线索、客户开发、市场机会、渠道拓展、拟建项目（立项/审批阶段，提前6-18个月）、采购意向（发标前1-3个月）、即将招标、临期项目/续约机会（现供应商合同到期）、跟踪项目进展阶段。给一个行业/产品/地区，三路早期商机一网打尽并按价值排序。即使用户没有提到「商机」，只要涉及找项
436,wasu-models,@wasu-media/wasu-models,473,0,0,enterprise,ai-agent,华数传媒,false,,,2026-06-18,2026-08-19,1.0.6,"Wasu AI 平台的 LLM 模型发现、推荐与 Agent 自动配置。覆盖模型能力对比、场景化推荐、API Key 获取，以及将模型写入 OpenCode/Claude Code/WorkBuddy/OpenClaw/Codex/Kilo/Hermes 等 Agent 配置文件。当用户提到""接入 Wasu""""添加华数模型""""配置 Wasu API""""推荐模型""""模型对比""""哪些模型可用""或表达""","Wasu AI 平台的 LLM 模型发现、推荐与 Agent 自动配置。覆盖模型能力对比、场景化推荐、API Key 获取，以及将模型写入 OpenCode/Claude Code/WorkBuddy/OpenClaw/Codex/Kilo/Hermes 等 Agent 配置文件。当用户提到""接入 Wasu""""添加华数模型""""配置 Wasu API""""推荐模型""""模型对比""""哪些模型可用""或表达"""
437,browser-automation-cn,@org-02qudk26/browser-automation-cn,471,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-19,1.0.0,浏览器自动化支撑 Web 测试、抓取与 AI Agent 交互。一个脆弱脚本与一个可靠系统的区别，在于是否理解选择器、等待策略与反检测模式。本技能涵盖 Play,浏览器自动化支撑 Web 测试、抓取与 AI Agent 交互。一个脆弱脚本与一个可靠系统的区别，在于是否理解选择器、等待策略与反检测模式。本技能涵盖 Play
438,alice-thematic-stock-screening,@org-r64ixwde/alice-thematic-stock-screening,469,0,4,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-18,1.0.1,调用万得 Alice Agent 的「按主题选股」专业技能，适用于赛道投资、产业链机会挖掘和概念股筛选等场景，可系统拆解主题投资逻辑，结合关键数据验证逻辑兑现程度，筛选真正受益标的，并给出估值历史分位、交易建议和风险证伪点。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alice 账户，获取专属 API Key，并在首次,调用万得 Alice Agent 的「按主题选股」专业技能，适用于赛道投资、产业链机会挖掘和概念股筛选等场景，可系统拆解主题投资逻辑，结合关键数据验证逻辑兑现程度，筛选真正受益标的，并给出估值历史分位、交易建议和风险证伪点。首次使用前需访问 https://alice.wind.com.cn/settings?tab=account 注册并登录 Alice 账户，获取专属 API Key，并在首次
439,madrid-trademark,@huiningip/madrid-trademark,468,0,0,enterprise,professional,佛山辉宁知识产权服务有限公司,true,佛山辉宁知识产权服务有限公司,,2026-07-01,2026-08-18,2.24.0,马德里商标国际注册全流程实务技能，面向中国商标/专利代理师，整合 CNIPA 实务衔接。覆盖国际注册申请、临时驳回与异议应对、续展、变更/转让/分割/合并、规费与单独规费计算、中心攻击转化、缔约方声明与注册状态查询、CNIPA 快速审查。触发词：马德里、madrid、商标国际注册、madrid trademark/protocol/system、国际注册续展/变更/驳回、单独规费、Madrid M,马德里商标国际注册全流程实务技能，面向中国商标/专利代理师，整合 CNIPA 实务衔接。覆盖国际注册申请、临时驳回与异议应对、续展、变更/转让/分割/合并、规费与单独规费计算、中心攻击转化、缔约方声明与注册状态查询、CNIPA 快速审查。触发词：马德里、madrid、商标国际注册、madrid trademark/protocol/system、国际注册续展/变更/驳回、单独规费、Madrid M
440,solo-mcn-domain,@efficient-technology/solo-mcn-domain,468,0,1,enterprise,content-creation,效享网络,true,四川效享网络科技有限公司,,2026-06-06,2026-08-18,1.0.1,一人MCN自媒体运营知识参考库（领域负载物）。覆盖选题策划、内容创作、视觉设计、平台运营、数据驱动、商业变现六大域，含28种任务类型。为自媒体创作者提供从选题到变现的全链路结构化知识。触发词：自媒体、MCN、内容创作、选题、SEO、视频、封面、社群、数据分析、商务报价、排期。,一人MCN自媒体运营知识参考库（领域负载物）。覆盖选题策划、内容创作、视觉设计、平台运营、数据驱动、商业变现六大域，含28种任务类型。为自媒体创作者提供从选题到变现的全链路结构化知识。触发词：自媒体、MCN、内容创作、选题、SEO、视频、封面、社群、数据分析、商务报价、排期。
441,iatf16949-qms-planning,@engicool/iatf16949-qms-planning,467,0,2,enterprise,professional,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-19,1.1.2,辅助汽车企业建立与优化IATF16949质量管理体系；提供标准解读、策划流程、文件模板、过程工具指导及审核支持；当用户需要建立体系、准备认证、分析过程差距或策划内审时使用,辅助汽车企业建立与优化IATF16949质量管理体系；提供标准解读、策划流程、文件模板、过程工具指导及审核支持；当用户需要建立体系、准备认证、分析过程差距或策划内审时使用
442,e-commerce-price-monitoring-skill,@baitongai/e-commerce-price-monitoring-skill,467,0,0,enterprise,data-analysis,百通AI服务平台,true,北京赛柏蓝科技有限公司,,2026-07-16,2026-08-19,1.0.0,多平台电商比价技能。基于 Kimi WebBridge 实现浏览器自动化爬取，不限于特定平台——任意电商网站均可采集，通过 snapshot + evaluate 通用适配。常用平台（淘宝/京东/1688/拼多多/天猫/苏宁/唯品会/亚马逊中国等）已预置选择器模板。支持药品、电子产品、食品饮料等全品类跨平台比价，结构化数据提取、批量爬取、价格趋势分析、反爬对抗策略。触发词：电商比价、价格监控、爬取,多平台电商比价技能。基于 Kimi WebBridge 实现浏览器自动化爬取，不限于特定平台——任意电商网站均可采集，通过 snapshot + evaluate 通用适配。常用平台（淘宝/京东/1688/拼多多/天猫/苏宁/唯品会/亚马逊中国等）已预置选择器模板。支持药品、电子产品、食品饮料等全品类跨平台比价，结构化数据提取、批量爬取、价格趋势分析、反爬对抗策略。触发词：电商比价、价格监控、爬取
443,paper-spine1,@org-02qudk26/paper-spine1,466,0,0,enterprise,professional,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-19,2026-08-19,1.0.0,"Use when writing, rewriting, auditing, translating, or building a journal paper,","Use when writing, rewriting, auditing, translating, or building a journal paper,"
444,alice-market-sizing-strategic-modeling,@org-r64ixwde/alice-market-sizing-strategic-modeling,464,0,2,enterprise,data-analysis,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-19,1.0.1,调用万得 Alice Agent 的「市场规模测算与战略建模」专业技能，可围绕特定市场、细分赛道或产品机会快速搭建结构化市场规模模型，支持 Top-down / Bottom-up 双路径测算、TAM / SAM / SOM 拆解、未来增长预测、多情景分析和敏感性分析，并可输出 Excel 测算模型与结构化研究报告。首次使用前需访问 https://alice.wind.com.cn/settin,调用万得 Alice Agent 的「市场规模测算与战略建模」专业技能，可围绕特定市场、细分赛道或产品机会快速搭建结构化市场规模模型，支持 Top-down / Bottom-up 双路径测算、TAM / SAM / SOM 拆解、未来增长预测、多情景分析和敏感性分析，并可输出 Excel 测算模型与结构化研究报告。首次使用前需访问 https://alice.wind.com.cn/settin
445,tiandao-welfare-lottery,@tiandaox/tiandao-welfare-lottery,464,0,1,enterprise,life-service,天道,false,,,2026-06-16,2026-08-18,1.0.0,"福利彩票开奖查询与预测skill。当用户说""查彩票""、""福利彩票""、""双色球""、""开奖结果""、""最新开奖""、""往期开奖""、""历史开奖""、""彩票预测""、""下期预测""、""彩票号码""、""中奖号码""、""查开奖""、""今天彩票""、""最近彩票""等关键词时触发此skill。支持查看最新一期开奖结果、往期历史记录、以及基于频次分析的下一期号码参考预测。","福利彩票开奖查询与预测skill。当用户说""查彩票""、""福利彩票""、""双色球""、""开奖结果""、""最新开奖""、""往期开奖""、""历史开奖""、""彩票预测""、""下期预测""、""彩票号码""、""中奖号码""、""查开奖""、""今天彩票""、""最近彩票""等关键词时触发此skill。支持查看最新一期开奖结果、往期历史记录、以及基于频次分析的下一期号码参考预测。"
446,enterprise-bidding-decision-agent,@org-32m5yxyy/enterprise-bidding-decision-agent,463,0,5,enterprise,business-ops,知了标讯,true,北京百炼智能科技有限公司,,2026-06-24,2026-08-19,2.0.4,企业投标决策智能助手（知了标讯官方）。当用户给出一个具体的招标项目（公告链接/项目标题/招标文件），并希望进行投标决策相关分析时，必须使用此SKILL：该不该投/值不值得投、投标决策、标前分析、竞争对手预测（谁会来投标）、中标概率评估、报价参考/建议报价、采购方倾向分析、废标风险评估。基于知了标讯全网招中标历史数据输出带结论的决策报告。即使用户没有提到「投标决策」，只要涉及某个具体标该不该投、投标,企业投标决策智能助手（知了标讯官方）。当用户给出一个具体的招标项目（公告链接/项目标题/招标文件），并希望进行投标决策相关分析时，必须使用此SKILL：该不该投/值不值得投、投标决策、标前分析、竞争对手预测（谁会来投标）、中标概率评估、报价参考/建议报价、采购方倾向分析、废标风险评估。基于知了标讯全网招中标历史数据输出带结论的决策报告。即使用户没有提到「投标决策」，只要涉及某个具体标该不该投、投标
447,zhihu-rewrite-redfox,@redfox-data/zhihu-rewrite-redfox,463,0,3,enterprise,content-creation,红狐数据,false,,,2026-06-05,2026-08-18,1.0.0,将用户文案转换为知乎风格，携带2-3个特色关键词（指南、教程、秘籍等），按10项写作技巧改写，末尾附加Tags；当用户需要将产品介绍、攻略分享等内容改写为知乎爆款文案时使用,将用户文案转换为知乎风格，携带2-3个特色关键词（指南、教程、秘籍等），按10项写作技巧改写，末尾附加Tags；当用户需要将产品介绍、攻略分享等内容改写为知乎爆款文案时使用
