rank,skill,platform,vendor,source_skillssh,slug_clawhub,match,description,description_zh,first_seen_days,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,pop_score
79,real-estate-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含房地产、物业、小区、住宅、商业地产、售楼处、不动产、保障房 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析房地产业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,房地产业招标采购数据分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含房地产、物业、小区、住宅、商业地产、售楼处、不动产、保障房 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析房地产业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,2,,,29296,0.744
80,shanghai-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,上海市招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含上海、上海市、沪、浦东、徐汇、黄浦、静安、长宁、普陀、虹口、杨浦、闵行、宝山、嘉定、金山、松江、青浦、奉贤、崇明、临港新片区、张江科学城、虹桥商务区、五个新城、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖上海市范围内政府采购、公共资源交易、,上海市招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含上海、上海市、沪、浦东、徐汇、黄浦、静安、长宁、普陀、虹口、杨浦、闵行、宝山、嘉定、金山、松江、青浦、奉贤、崇明、临港新片区、张江科学城、虹桥商务区、五个新城、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖上海市范围内政府采购、公共资源交易、,2,,,29295,0.743
81,retail-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含零售、商超、便利店、门店、电商、销售终端、收银、商业网点 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析零售业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,零售业招标采购数据分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含零售、商超、便利店、门店、电商、销售终端、收银、商业网点 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析零售业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,2,,,29270,0.742
82,international-organization-bid-analysis-shibo-aliyu,skillhub-cn,,,,single,国际组织招标采购分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含国际组织、国际合作、援助项目、联合国、世界银行、亚洲开发银行、国际基金、多边机构、外事、国际交流 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析国际组织 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,国际组织招标采购数据分析AI Agent【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含国际组织、国际合作、援助项目、联合国、世界银行、亚洲开发银行、国际基金、多边机构、外事、国际交流 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析国际组织 客户、Top 供应商体系、合同公告、拟在建项目和企业,2,,,29266,0.741
83,repair-services-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含维修、修理、维保、保养、检修、设备维修、车辆维修、家电维修 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析修理业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,修理业招标采购分析AI Agent【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含维修、修理、维保、保养、检修、设备维修、车辆维修、家电维修 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析修理业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,2,,,29262,0.74
84,lodging-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含住宿、酒店、宾馆、旅馆、民宿、客房、公寓、招待所 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析住宿业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,住宿业招标采购数据分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含住宿、酒店、宾馆、旅馆、民宿、客房、公寓、招待所 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析住宿业 客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,2,,,29260,0.739
85,goods-procurement-bid-analysis-shibo,skillhub-cn,,,,single,货物类招投标信息查询与商机分析 Skill。需配置世舶科技 API Key 使用。当搜索词包含货物、设备、物资、材料、仪器、耗材、家具、车辆、办公用品、软硬件、品牌、型号、规格、单价、采购清单等内容时触发，基于世舶科技全行业招投标数据 API，默认按采购类型“货物”过滤，查询全国或指定地区的货物类招标公告、中标结果、合同公告和采购意向，重点分析采购单位、产品品类、预算金额、中标供应商、品牌型号、历,货物类招投标信息查询与数据分析 Skill。需配置世舶科技 API Key 使用。当搜索词包含货物、设备、物资、材料、仪器、耗材、家具、车辆、办公用品、软硬件、品牌、型号、规格、单价、采购清单等内容时触发，基于世舶科技全行业招投标数据 API，默认按采购类型“货物”过滤，查询全国或指定地区的货物类招标公告、中标结果、合同公告和采购意向，重点分析采购单位、产品品类、预算金额、中标供应商、品牌型号、历,2,,,29252,0.737
86,guangdong-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,广东省招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含广东、广东省、粤、大湾区、广州、深圳、珠海、汕头、佛山、韶关、粤港澳大湾区、深圳前海、广州南沙、横琴粤澳深度合作区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖广东省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园区,广东省招投标分析AI Agent【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含广东、广东省、粤、大湾区、广州、深圳、珠海、汕头、佛山、韶关、粤港澳大湾区、深圳前海、广州南沙、横琴粤澳深度合作区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖广东省范围内政府采购、公共资源交易、央国企招采、事业单位采购、,2,,,29252,0.737
87,guangxi-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,广西壮族自治区招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含广西、广西壮族自治区、桂、南宁、柳州、桂林、梧州、北海、防城港、北部湾经济区、中国东盟合作区、南宁五象新区、广西自贸试验区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖广西壮族自治区范围内政府采购、公共资源交易、央国企招采、事业单位,广西壮族自治区招投标分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含广西、广西壮族自治区、桂、南宁、柳州、桂林、梧州、北海、防城港、北部湾经济区、中国东盟合作区、南宁五象新区、广西自贸试验区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖广西壮族自治区范围内政府采购、公共资源交易、央国企招采、事业单,2,,,29252,0.737
88,manufacturing-bid-analysis-shibo,skillhub-cn,,,,single,,制造业招标采购分析【世舶科技】。需配置世舶科技 API Key 使用。当搜索词包含制造、生产线、工厂、设备、加工、工业、智能制造、技改、车间、自动化等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析制造业客户、Top 供应商体系、合同公告、拟在建项目和企业画像。,2,,,29250,0.734
89,zhejiang-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,浙江省招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含浙江、浙江省、浙、长三角、杭州、宁波、温州、嘉兴、湖州、绍兴、长三角、杭州城西科创大走廊、宁波舟山港、浙江自贸试验区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖浙江省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园,浙江省招投标分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含浙江、浙江省、浙、长三角、杭州、宁波、温州、嘉兴、湖州、绍兴、长三角、杭州城西科创大走廊、宁波舟山港、浙江自贸试验区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖浙江省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、,2,,,29250,0.734
90,xinjiang-bid-analysis-shibo,skillhub-cn,,,,single,,新疆维吾尔自治区招投标分析【世舶科技】。需配置世舶科技 API Key 使用。当搜索词包含新疆、新疆维吾尔自治区、新、乌鲁木齐、克拉玛依、吐鲁番、哈密、昌吉、博尔塔拉、乌鲁木齐都市圈、喀什经济开发区、霍尔果斯经济开发区、准东经济技术开发区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖新疆维吾尔自治区范围内政府采购、公共资源交易、央国企招采、事业单位,2,,,29235,0.733
91,goods-procurement-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,货物类招投标信息查询与商机分析 Skill。需配置世舶科技 API Key 使用，支持通过世舶科技 API Key 获取页开通，也支持通过阿里云商品页购买开通。当搜索词包含货物、设备、物资、材料、仪器、耗材、家具、车辆、办公用品、软硬件、品牌、型号、规格、单价、采购清单等内容时触发，基于世舶科技全行业招投标数据 API，默认按采购类型“货物”过滤，查询全国或指定地区的货物类招标公告、中标结果、合同,货物类招投标信息查询与商机分析 Skill。需配置世舶科技 API Key 使用，支持通过世舶科技 API Key 获取页开通，也支持通过阿里云商品页购买开通。当搜索词包含货物、设备、物资、材料、仪器、耗材、家具、车辆、办公用品、软硬件、品牌、型号、规格、单价、采购清单等内容时触发，基于世舶科技全行业招投标数据 API，默认按采购类型“货物”过滤，查询全国或指定地区的货物类招标公告、中标结果、合同,2,,,29217,0.732
92,qinghai-bid-analysis-shibo,skillhub-cn,,,,single,,青海省招投标分析AI Agent【世舶科技】。需配置世舶科技 API Key 使用。当搜索词包含青海、青海省、青、西宁、海东、海北、黄南、海南、果洛、青藏高原生态保护区、柴达木循环经济试验区、西宁经济技术开发区、海东工业园区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖青海省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园区,2,,,29210,0.731
93,shanghai-bid-analysis-shibo,skillhub-cn,,,,single,,上海市招投标数据分析【世舶科技】。需配置世舶科技 API Key 使用。当搜索词包含上海、上海市、沪、浦东、徐汇、黄浦、静安、长宁、普陀、虹口、杨浦、闵行、宝山、嘉定、金山、松江、青浦、奉贤、崇明、临港新片区、张江科学城、虹桥商务区、五个新城、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖上海市范围内政府采购、公共资源交易、央国企招采、事业单位采购、,2,,,29207,0.73
94,science-technology-services-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,科学研究和技术服务业招标采购分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含科研、科学研究、技术服务、研发、实验室、检测认证、检验检测、工程咨询、勘察设计、知识产权、科技成果转化、技术评估 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析科学研究和技术服务业 客户、Top 供应商体系、合同公告,科学研究和技术服务业招标采购分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含科研、科学研究、技术服务、研发、实验室、检测认证、检验检测、工程咨询、勘察设计、知识产权、科技成果转化、技术评估 等内容时触发，基于世舶科技全行业招投标数据 API，重点提取采购方、供应商、预算/中标/合同金额，并分析科学研究和技术服务业 客户、Top 供应商体系、合同公告,2,,,29204,0.729
95,jilin-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,吉林省招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含吉林、吉林省、吉、长春、吉林市、四平、辽源、通化、白山、长春新区、长吉图开发开放先导区、中韩国际合作示范区、净月高新区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖吉林省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、,吉林省招投标分析AI Agent【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含吉林、吉林省、吉、长春、吉林市、四平、辽源、通化、白山、长春新区、长吉图开发开放先导区、中韩国际合作示范区、净月高新区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖吉林省范围内政府采购、公共资源交易、央国企招采、事业单位采,2,,,29201,0.728
96,hainan-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,海南省招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含海南、海南省、琼、自贸港、海口、三亚、三沙、儋州、五指山、琼海、海南自由贸易港、海口江东新区、三亚崖州湾科技城、洋浦经济开发区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖海南省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医,海南省招投标分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含海南、海南省、琼、自贸港、海口、三亚、三沙、儋州、五指山、琼海、海南自由贸易港、海口江东新区、三亚崖州湾科技城、洋浦经济开发区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖海南省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校,2,,,29188,0.727
97,tibet-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,西藏自治区招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含西藏、西藏自治区、藏、拉萨、日喀则、昌都、林芝、山南、那曲、拉萨经济技术开发区、藏青工业园、雅鲁藏布江经济带、边境地区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖西藏自治区范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医,西藏自治区招投标分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含西藏、西藏自治区、藏、拉萨、日喀则、昌都、林芝、山南、那曲、拉萨经济技术开发区、藏青工业园、雅鲁藏布江经济带、边境地区、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖西藏自治区范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校,2,,,29130,0.725
98,ai-video-generation,skills.sh,genmedia-labs,genmedia-labs/skills,,single,,,3,66002,,,0.724
99,anhui-bid-analysis-shibo-aliyun,skillhub-cn,,,,single,安徽省招投标分析【阿里云世舶API：1898610788】。需配置世舶科技 API Key 使用。当搜索词包含安徽、安徽省、皖、合肥、芜湖、蚌埠、淮南、马鞍山、淮北、合肥都市圈、皖江城市带、合芜蚌国家自主创新示范区、中国声谷、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖安徽省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购、园区,安徽省招投标数据分析【阿里云世舶API：18986107388】。需配置世舶科技 API Key 使用。当搜索词包含安徽、安徽省、皖、合肥、芜湖、蚌埠、淮南、马鞍山、淮北、合肥都市圈、皖江城市带、合芜蚌国家自主创新示范区、中国声谷、招标公告、中标结果、合同公告、采购意向等内容时触发，基于世舶科技全行业招投标数据 API，覆盖安徽省范围内政府采购、公共资源交易、央国企招采、事业单位采购、学校医院采购,2,,,29113,0.724
100,image-to-video,skills.sh,genmedia-labs,genmedia-labs/skills,,single,,,3,65820,,,0.723
