rank,skill,skill_key,platform,vendor,source_skillssh,slug_clawhub,url,repo_url,install,match,description,description_zh,first_seen_days,installs_skillssh,downloads_clawhub,downloads_skillhub_cn,pop_score,category,flags
88,lanshan-bid-attachment-analysis,sh:lanshan-bid-attachment-analysis,skillhub-cn,武汉览山科技有限公司,,,,,,single,招标公告附件解析助手。需配置世舶科技 API Key 使用，用于招标文件、采购需求附件、合同附件、公告正文和来源追溯。当用户搜索 招标文件、采购需求、附件解析、项目编号、原始公告、资格条件、评分标准、合同附件，或需要招标公告、中标结果、政府采购、合同公告、拟在建项目、企业画像、采购单位画像、供应商画像、市场趋势、AI语义检索、RAG知识库和招投标数据 API 接入时触发。基于世舶科技全国全行业招投,招标公告附件解析助手。需配置世舶科技 API Key 使用，用于招标文件、采购需求附件、合同附件、公告正文和来源追溯。当用户搜索 招标文件、采购需求、附件解析、项目编号、原始公告、资格条件、评分标准、合同附件，或需要招标公告、中标结果、政府采购、合同公告、拟在建项目、企业画像、采购单位画像、供应商画像、市场趋势、AI语义检索、RAG知识库和招投标数据 API 接入时触发。基于世舶科技全国全行业招投,18,,,27394,0.641,knowledge-management,
89,new-materials-project-intelligence-assistant,sh:new-materials-project-intelligence-assistant,skillhub-cn,武汉览山科技有限公司,,,,,,single,新材料产业项目情报助手，面向新材料产业链和制造升级项目，追踪复合材料、碳纤维、石墨烯、膜材料、电子材料、半导体材料、新能源材料、电池材料、稀土材料、功能材料、材料检测和中试平台相关招采动态。适合材料企业、设备厂商、园区平台招商和产业服务团队发现研发平台、生产线、检测实验室、产业化基地和政府专项采购机会，分析建设阶段、采购单位、中标单位、项目金额、发布时间、开标时间、供应商格局、价格趋势和市场份额。,新材料产业项目情报助手，面向新材料产业链和制造升级项目，追踪复合材料、碳纤维、石墨烯、膜材料、电子材料、半导体材料、新能源材料、电池材料、稀土材料、功能材料、材料检测和中试平台相关招采动态。适合材料企业、设备厂商、园区平台招商和产业服务团队发现研发平台、生产线、检测实验室、产业化基地和政府专项采购机会，分析建设阶段、采购单位、中标单位、项目金额、发布时间、开标时间、供应商格局、价格趋势和市场份额。,18,,,27369,0.64,data-analysis,
90,lanshan-tender-doc-bid-writing,sh:lanshan-tender-doc-bid-writing,skillhub-cn,武汉览山科技有限公司,,,,,,single,招标文件分析及投标文件编制助手。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持按地区、行业、时间、项目分类、采购分类、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间统计市场规模、金,招标文件分析及投标文件编制助手。需配置世舶科技 API Key 使用，面向招投标行业情报、区域市场、价格行情、客户结构和竞争格局分析，覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持按地区、行业、时间、项目分类、采购分类、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间统计市场规模、金,18,,,27322,0.639,,
91,lskj-official-company,sh:lskj-official-company,skillhub-cn,武汉览山科技有限公司,,,,,,single,查询企业基本信息、联系方式、招投标统计、合作客户、供应商和关联项目，形成企业画像与上下游关系分析。用于客户尽调、供应商分析、渠道伙伴识别、企业关系网络、重点账户研究和合作机会判断。需配置世舶科技 API Key 使用，面向企业画像、采购单位画像、供应商画像、客户尽调和上下游关系分析，查询企业主营业务、联系方式线索、招投标记录、中标统计、采购记录、合作客户、供应商关系、关联项目和历史交易。数据覆盖招,查询企业基本信息、联系方式、招投标统计、合作客户、供应商和关联项目，形成企业画像与上下游关系分析。用于客户尽调、供应商分析、渠道伙伴识别、企业关系网络、重点账户研究和合作机会判断。需配置世舶科技 API Key 使用，面向企业画像、采购单位画像、供应商画像、客户尽调和上下游关系分析，查询企业主营业务、联系方式线索、招投标记录、中标统计、采购记录、合作客户、供应商关系、关联项目和历史交易。数据覆盖招,18,,,27270,0.638,business-ops,
92,lanshan-construction-procurement-radar,sh:lanshan-construction-procurement-radar,skillhub-cn,武汉览山科技有限公司,,,,,,single,工程建设招采项目雷达。需配置世舶科技 API Key 使用，聚焦拟在建项目、工程前期线索、潜在采购计划、临期项目和即将到期项目，帮助提前发现建设单位、采购单位、项目地区、预算金额、采购内容、附件线索和跟进窗口。覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标等全网招投标信息，支持按地区、行业、项目分类、采购分类、采购单位、中标单位、供应商、标,工程建设招采项目雷达。需配置世舶科技 API Key 使用，聚焦拟在建项目、工程前期线索、潜在采购计划、临期项目和即将到期项目，帮助提前发现建设单位、采购单位、项目地区、预算金额、采购内容、附件线索和跟进窗口。覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标等全网招投标信息，支持按地区、行业、项目分类、采购分类、采购单位、中标单位、供应商、标,18,,,27166,0.637,business-ops,
93,lanshan-gov-procurement-ai-search,sh:lanshan-gov-procurement-ai-search,skillhub-cn,武汉览山科技有限公司,,,,,,single,政府采购AI检索分析助手。需配置世舶科技 API Key 使用，面向AI招投标智能搜索、自然语言找标、语义检索、复杂业务描述查标和搜索条件解释，把用户需求改写为时间、关键词、企业、地区、行业、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间等可执行条件。覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即,政府采购AI检索分析助手。需配置世舶科技 API Key 使用，面向AI招投标智能搜索、自然语言找标、语义检索、复杂业务描述查标和搜索条件解释，把用户需求改写为时间、关键词、企业、地区、行业、采购单位、中标单位、供应商、标的物、项目金额、发布时间、开标时间等可执行条件。覆盖招标公告、中标公告、中标候选人、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即,18,,,27115,0.636,knowledge-management,
94,smart-campus-bid-query-assistant,sh:smart-campus-bid-query-assistant,skillhub-cn,武汉览山科技有限公司,,,,,,single,智慧校园招标查询与销售线索助手。需配置世舶科技 API Key 使用，面向智慧校园、校园信息化、校园安防、一卡通、教务系统、校园网络、智慧教室、校园大数据、数字校园、平安校园、宿舍管理、门禁考勤、教学平台和教育数字化项目，覆盖招标公告、中标公告、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持AI招投标智能搜索、项目订阅、客户画像、供应,智慧校园招标查询与销售线索助手。需配置世舶科技 API Key 使用，面向智慧校园、校园信息化、校园安防、一卡通、教务系统、校园网络、智慧教室、校园大数据、数字校园、平安校园、宿舍管理、门禁考勤、教学平台和教育数字化项目，覆盖招标公告、中标公告、政府采购、工程建设、企业采购、采购意向、合同公告、变更公告、废标流标、拟在建项目、临期项目和即将到期项目。支持AI招投标智能搜索、项目订阅、客户画像、供应,18,,,26999,0.631,business-ops,
95,lanshan-planned-project-opportunity,sh:lanshan-planned-project-opportunity,skillhub-cn,武汉览山科技有限公司,,,,,,single,拟在建项目商机预判助手。需配置世舶科技 API Key 使用，面向销售获客、CRM客户商机、采购线索挖掘、区域商机筛选和项目型销售拓展，从招标公告、采购意向、中标公告、候选人公示、合同公告、政府采购、工程建设、企业采购、变更公告、废标流标、拟在建项目、临期项目和即将到期项目中识别近期有采购需求的单位。支持按地区、行业、项目分类、采购分类、采购单位、中标单位、供应商、企业名称、标的物、项目金额、发布,拟在建项目商机预判助手。需配置世舶科技 API Key 使用，面向销售获客、CRM客户商机、采购线索挖掘、区域商机筛选和项目型销售拓展，从招标公告、采购意向、中标公告、候选人公示、合同公告、政府采购、工程建设、企业采购、变更公告、废标流标、拟在建项目、临期项目和即将到期项目中识别近期有采购需求的单位。支持按地区、行业、项目分类、采购分类、采购单位、中标单位、供应商、企业名称、标的物、项目金额、发布,18,,,26997,0.63,business-ops,
96,hyperframes-studio,ss:heygen-com/hyperframes/hyperframes-studio,skills.sh,heygen-com,heygen-com/hyperframes,,https://www.skills.sh/heygen-com/hyperframes/hyperframes-studio,https://github.com/heygen-com/hyperframes,npx skills add https://github.com/heygen-com/hyperframes --skill hyperframes-studio,single,,,7,61961,,,0.625,design-media,
97,xiaoshuojubenzhuanfenjing,sh:xiaoshuojubenzhuanfenjing,skillhub-cn,北京达维时代科技有限公司,,,,,,single,小说转剧本、剧本转分镜、小说直转分镜，组成「小说→剧本→分镜」完整链路。当用户需要把小说改成剧本、写出分镜脚本、拆解小说镜头、生成角色人设卡与 AI 绘图提示词时使用。,小说转剧本、剧本转分镜、小说直转分镜，组成「小说→剧本→分镜」完整链路。当用户需要把小说改成剧本、写出分镜脚本、拆解小说镜头、生成角色人设卡与 AI 绘图提示词时使用。,23,,,26268,0.617,content-creation,
98,web-search,ss:101-skills/superpowers/web-search,skills.sh,101-skills,101-skills/superpowers,,https://www.skills.sh/101-skills/superpowers/web-search,https://github.com/101-skills/superpowers,npx skills add https://github.com/101-skills/superpowers --skill web-search,single,,,22,60540,,,0.615,knowledge-management,
99,remotion-render,ss:101-skills/superpowers/remotion-render,skills.sh,101-skills,101-skills/superpowers,,https://www.skills.sh/101-skills/superpowers/remotion-render,https://github.com/101-skills/superpowers,npx skills add https://github.com/101-skills/superpowers --skill remotion-render,single,,,22,60501,,,0.615,design-media,
100,infsh-cli,ss:101-skills/superpowers/infsh-cli,skills.sh,101-skills,101-skills/superpowers,,https://www.skills.sh/101-skills/superpowers/infsh-cli,https://github.com/101-skills/superpowers,npx skills add https://github.com/101-skills/superpowers --skill infsh-cli,single,,,26,60497,,,0.614,dev-programming,
